---------- processing video for epoch 6 ----------
performing inference...
pred: 2.42 deg. took: 498.38 ms | cam=64.65 prep=16.74 pred=416.99 frequency(45)=1200126000
 
pred: 2.44 deg. took: 126.19 ms | cam=4.96 prep=4.77 pred=116.47 frequency(45)=1200000000
 
pred: 2.39 deg. took: 130.77 ms | cam=4.01 prep=4.69 pred=122.07 frequency(45)=1200000000
 
pred: 2.35 deg. took: 125.71 ms | cam=3.99 prep=4.62 pred=117.10 frequency(45)=1200000000
 
pred: 2.31 deg. took: 133.99 ms | cam=3.76 prep=4.85 pred=125.37 frequency(45)=1200000000
 
pred: 2.27 deg. took: 132.53 ms | cam=3.81 prep=4.80 pred=123.93 frequency(45)=1200002000
 
pred: 2.26 deg. took: 130.16 ms | cam=3.94 prep=4.67 pred=121.55 frequency(45)=1200000000
 
pred: 2.28 deg. took: 106.07 ms | cam=3.83 prep=4.80 pred=97.43 frequency(45)=1200000000
 
pred: 2.29 deg. took: 103.63 ms | cam=3.96 prep=4.68 pred=94.99 frequency(45)=1200000000
 
pred: 2.29 deg. took: 105.97 ms | cam=3.78 prep=4.76 pred=97.42 frequency(45)=1200000000
 
pred: 2.29 deg. took: 104.26 ms | cam=3.81 prep=4.87 pred=95.58 frequency(45)=1200000000
 
pred: 2.33 deg. took: 104.57 ms | cam=3.85 prep=4.81 pred=95.91 frequency(45)=1200000000
 
pred: 2.35 deg. took: 105.29 ms | cam=3.81 prep=4.84 pred=96.64 frequency(45)=1200000000
 
pred: 2.39 deg. took: 104.18 ms | cam=4.01 prep=4.84 pred=95.33 frequency(45)=1199998000
 
pred: 2.43 deg. took: 103.74 ms | cam=4.01 prep=4.67 pred=95.05 frequency(45)=1200000000
 
pred: 2.42 deg. took: 104.25 ms | cam=3.90 prep=4.85 pred=95.50 frequency(45)=1200000000
 
pred: 2.44 deg. took: 102.68 ms | cam=4.01 prep=4.75 pred=93.92 frequency(45)=1200000000
 
pred: 2.43 deg. took: 104.21 ms | cam=3.84 prep=4.84 pred=95.53 frequency(45)=1200000000
 
pred: 2.42 deg. took: 102.03 ms | cam=3.89 prep=4.79 pred=93.36 frequency(45)=1200000000
 
pred: 2.44 deg. took: 104.22 ms | cam=3.94 prep=4.73 pred=95.55 frequency(45)=1200000000
 
pred: 2.35 deg. took: 104.40 ms | cam=3.97 prep=4.81 pred=95.62 frequency(45)=1200000000
 
pred: 2.50 deg. took: 101.43 ms | cam=3.72 prep=4.76 pred=92.96 frequency(45)=1200000000
 
pred: 2.32 deg. took: 104.00 ms | cam=4.01 prep=4.62 pred=95.37 frequency(45)=1200000000
 
pred: 2.53 deg. took: 103.19 ms | cam=4.03 prep=4.80 pred=94.36 frequency(45)=1200000000
 
pred: 2.40 deg. took: 104.62 ms | cam=3.81 prep=4.86 pred=95.95 frequency(45)=1200000000
 
pred: 2.46 deg. took: 105.93 ms | cam=4.04 prep=4.79 pred=97.10 frequency(45)=1200000000
 
pred: 2.38 deg. took: 102.75 ms | cam=4.10 prep=4.55 pred=94.10 frequency(45)=1200000000
 
pred: 2.36 deg. took: 104.20 ms | cam=4.05 prep=4.64 pred=95.51 frequency(45)=1200000000
 
pred: 2.41 deg. took: 104.17 ms | cam=3.93 prep=4.71 pred=95.53 frequency(45)=1200000000
 
pred: 2.38 deg. took: 104.03 ms | cam=3.84 prep=4.86 pred=95.32 frequency(45)=1200000000
 
pred: 2.42 deg. took: 104.48 ms | cam=3.82 prep=4.91 pred=95.74 frequency(45)=1200000000
 
pred: 2.42 deg. took: 103.50 ms | cam=3.95 prep=4.76 pred=94.79 frequency(45)=1200000000
 
pred: 2.54 deg. took: 105.12 ms | cam=4.15 prep=4.81 pred=96.16 frequency(45)=1200002000
 
pred: 2.75 deg. took: 103.54 ms | cam=3.72 prep=4.80 pred=95.01 frequency(45)=1200000000
 
pred: 2.74 deg. took: 107.22 ms | cam=3.83 prep=4.77 pred=98.61 frequency(45)=1200000000
 
pred: 2.03 deg. took: 102.22 ms | cam=3.96 prep=4.75 pred=93.52 frequency(45)=1200000000
 
pred: 2.26 deg. took: 103.15 ms | cam=3.88 prep=4.89 pred=94.37 frequency(45)=1200000000
 
pred: 2.05 deg. took: 104.76 ms | cam=3.91 prep=4.96 pred=95.90 frequency(45)=1200000000
 
pred: 0.70 deg. took: 107.22 ms | cam=4.28 prep=4.76 pred=98.18 frequency(45)=1200000000
 
pred: 0.54 deg. took: 104.39 ms | cam=4.02 prep=4.80 pred=95.57 frequency(45)=1200000000
 
pred: 0.86 deg. took: 104.31 ms | cam=4.19 prep=4.79 pred=95.33 frequency(45)=1200000000
 
pred: 1.17 deg. took: 105.32 ms | cam=4.31 prep=4.72 pred=96.30 frequency(45)=1200000000
 
pred: 0.90 deg. took: 103.42 ms | cam=4.08 prep=4.67 pred=94.66 frequency(45)=1200000000
 
pred: 0.46 deg. took: 104.62 ms | cam=4.30 prep=4.76 pred=95.56 frequency(45)=1200002000
 
pred: 0.70 deg. took: 103.19 ms | cam=4.11 prep=4.72 pred=94.37 frequency(45)=1200000000
 
pred: 1.26 deg. took: 104.37 ms | cam=4.12 prep=4.71 pred=95.54 frequency(45)=1200000000
 
pred: 1.30 deg. took: 102.43 ms | cam=4.25 prep=4.90 pred=93.29 frequency(45)=1200000000
 
pred: 1.17 deg. took: 109.48 ms | cam=4.06 prep=4.81 pred=100.61 frequency(45)=1200002000
 
pred: 1.34 deg. took: 103.45 ms | cam=4.37 prep=4.68 pred=94.40 frequency(45)=1200000000
 
pred: 1.57 deg. took: 105.09 ms | cam=4.17 prep=4.96 pred=95.95 frequency(45)=1200000000
 
pred: 1.31 deg. took: 103.25 ms | cam=3.96 prep=4.87 pred=94.42 frequency(45)=1200000000
 
pred: 1.41 deg. took: 106.12 ms | cam=4.27 prep=4.77 pred=97.08 frequency(45)=1200000000
 
pred: 0.83 deg. took: 105.64 ms | cam=3.93 prep=4.79 pred=96.92 frequency(45)=1200000000
 
pred: 1.66 deg. took: 102.08 ms | cam=4.15 prep=4.93 pred=93.00 frequency(45)=1200000000
 
