image,angle
/home/heechul/PiCar2016/datasets/dataset6/png/Frame0.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame1.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame2.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame3.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame4.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame5.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame6.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame7.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame8.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame9.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame10.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame11.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame12.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame13.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame14.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame15.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame16.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame17.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame18.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame19.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame20.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame21.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame22.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame23.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame24.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame25.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame26.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame27.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame28.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame29.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame30.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame31.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame32.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame33.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame34.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame35.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame36.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame37.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame38.png,0
/home/heechul/PiCar2016/datasets/dataset6/png/Frame39.png,0
