frame,machine angle,expert angle,chosen angle,angle
0,0.125,0,0.125,0.125
1,0.0,0,0.0,0.125
2,0.0,0,0.0,0.125
3,0.0,0,0.0,0.125
4,0.0,0,0.0,0.125
5,0.0,0,0.0,0.125
6,0.0,0,0.0,0.125
7,0.0,0,0.0,0.125
8,0.0,0,0.0,0.125
9,0.0,0,0.0,0.125
10,0.0,0,0.0,0.125
11,0.0,0,0.0,0.125
12,0.0,0,0.0,0.125
13,0.0,0,0.0,0.125
14,0.0,0,0.0,0.125
15,0.0,0,0.0,0.125
16,0.0,0,0.0,0.125
17,0.125,0,0.125,0.25
18,-0.125,0,-0.125,0.125
19,0.0,0,0.0,0.125
20,0.0,-0.125,-0.125,0.0
21,0.25,0,0.125,0.125
22,0.25,0,0.125,0.25
23,0.125,-0.125,-0.125,0.125
24,0.25,0,0.125,0.25
25,0.125,-0.125,0.125,0.375
26,0.0,-0.125,0.0,0.375
27,0.0,0,0.0,0.375
28,0.0,-0.125,-0.125,0.25
29,0.125,-0.125,0.125,0.375
30,0.0,-0.125,0.0,0.375
31,0.0,0,0.0,0.375
32,0.125,-0.125,-0.125,0.25
33,0.25,-0.125,-0.125,0.125
34,0.25,-0.125,-0.125,0.0
35,0.375,-0.125,-0.125,-0.125
36,0.5,-0.125,-0.125,-0.25
37,0.375,0,0.125,-0.125
38,0.375,0,0.125,0.0
39,0.375,0.125,0.125,0.125
40,0.125,0,0.125,0.25
41,0.125,0,0.125,0.375
42,0.125,0,0.125,0.5
43,-0.125,0,-0.125,0.375
44,0.0,0,0.0,0.375
45,0.0,0,0.0,0.375
46,0.0,0,0.0,0.375
47,0.0,0,0.0,0.375
48,0.0,0,0.0,0.375
49,0.0,0,0.0,0.375
50,0.0,0,0.0,0.375
51,0.0,0,0.0,0.375
52,0.0,0,0.0,0.375
53,0.0,0,0.0,0.375
54,0.0,0,0.0,0.375
55,0.0,0,0.0,0.375
56,0.0,0,0.0,0.375
57,0.0,0,0.0,0.375
58,0.0,0,0.0,0.375
59,0.0,0,0.0,0.375
60,0.0,0,0.0,0.375
61,0.0,0,0.0,0.375
62,0.0,0,0.0,0.375
63,0.0,0,0.0,0.375
64,0.0,0,0.0,0.375
65,0.0,0,0.0,0.375
66,0.0,0,0.0,0.375
67,0.0,0,0.0,0.375
68,0.0,0,0.0,0.375
69,0.0,0,0.0,0.375
70,0.0,0,0.0,0.375
71,0.0,0,0.0,0.375
72,0.0,0,0.0,0.375
73,0.0,0,0.0,0.375
74,-0.125,0,-0.125,0.25
75,0.0,0,0.0,0.25
76,0.0,-0.125,0.0,0.25
77,0.0,-0.125,-0.125,0.125
78,0.25,-0.125,-0.125,0.0
79,0.25,-0.125,-0.125,-0.125
80,0.25,0,0.125,0.0
81,0.25,0.125,0.125,0.125
82,0.25,0.125,0.125,0.25
83,0.0,0,0.0,0.25
84,-0.125,0,-0.125,0.125
85,0.125,0,0.125,0.25
86,-0.125,0,-0.125,0.125
87,-0.125,0,-0.125,0.0
88,0.125,-0.125,-0.125,-0.125
89,0.25,-0.125,-0.125,-0.25
90,0.5,-0.125,0.125,-0.125
91,0.375,0,0.125,0.0
92,0.25,0,0.125,0.125
93,-0.125,0,-0.125,0.0
94,-0.0,-0.125,-0.125,-0.125
95,0.125,-0.125,-0.125,-0.25
96,0.25,0,0.125,-0.125
97,0.125,0,0.125,0.0
98,-0.0,0.125,-0.0,0.0
99,0.0,0,0.0,0.0
100,0.25,0,0.125,0.125
101,0.0,0,0.0,0.125
102,0.0,0,0.0,0.125
103,0.0,0.125,0.125,0.25
104,-0.25,0.125,0.125,0.375
105,-0.25,0.125,0.125,0.5
106,-0.25,0.125,0.125,0.625
107,-0.25,0,-0.125,0.5
108,-0.125,0,-0.125,0.375
109,-0.125,-0.125,-0.125,0.25
110,0.125,0,0.125,0.375
111,0.125,0.125,0.125,0.5
112,0.0,0.125,0.125,0.625
113,-0.375,0.125,0.125,0.75
114,-0.375,0,-0.125,0.625
115,-0.5,-0.125,-0.125,0.5
116,-0.25,-0.125,-0.125,0.375
117,-0.125,-0.125,-0.125,0.25
118,0.0,-0.125,0.0,0.25
119,0.125,-0.125,-0.125,0.125
120,0.375,-0.125,-0.125,0.0
121,0.5,-0.125,-0.125,-0.125
122,0.5,0,0.125,0.0
123,0.5,0.125,0.125,0.125
