frame,machine angle,expert angle,chosen angle,angle
0,0.125,0,0,0
1,0.125,0,0.125,0.125
2,0,0,0,0.125
3,0,0,0,0.125
4,0,0,0,0.125
5,0,0,0,0.125
6,0,0,0,0.125
7,0,0,0,0.125
8,0,0,0,0.125
9,0,0,0,0.125
10,0,0,0,0.125
11,0,0,0,0.125
12,0,0,0,0.125
13,0,0,0,0.125
14,0,0,0,0.125
15,0,0,0,0.125
16,0,0,0,0.125
17,0,0,0,0.125
18,0,0,0,0.125
19,0,0,0,0.125
20,0,0,0,0.125
21,0,0,0,0.125
22,0,0,0,0.125
23,0,0,0,0.125
24,0,0,0,0.125
25,-0.125,0,-0.125,0.0
26,0,0,0,0.0
27,0,0,0,0.0
28,-0.125,0,-0.125,-0.125
29,0,0,0,-0.125
30,0,0,0,-0.125
31,0,0,0,-0.125
32,0,0,0,-0.125
33,0,0,0,-0.125
34,0,0,0,-0.125
35,0.125,0,0.125,0.0
36,0,0,0,0.0
37,0,0,0,0.0
38,0,0,0,0.0
39,0,0,0,0.0
40,0.125,0,0.125,0.125
41,0,0,0,0.125
42,0,0,0,0.125
43,0,0,0,0.125
44,-0.125,0,-0.125,0.0
45,0,0,0,0.0
46,0,0,0,0.0
47,0.125,0,0.125,0.125
48,0,0,0,0.125
49,-0.125,0,-0.125,0.0
50,0,0,0,0.0
51,0,0,0,0.0
52,-0.125,0,-0.125,-0.125
53,0,0,0,-0.125
54,0,0,0,-0.125
55,0,0,0,-0.125
56,0,0,0,-0.125
57,0,0,0,-0.125
58,0.125,0,0.125,0.0
59,0,0,0,0.0
60,-0.125,0,-0.125,-0.125
61,0,0,0,-0.125
62,0,0,0,-0.125
63,0,0,0,-0.125
64,0.125,0,0.125,0.0
65,-0.125,0,-0.125,-0.125
66,0,0,0,-0.125
67,0,0,0,-0.125
68,0,0,0,-0.125
69,0,0,0,-0.125
70,0,0,0,-0.125
71,-0.125,0,-0.125,-0.25
72,0,0,0,-0.25
73,0.125,0,0.125,-0.125
74,0,0,0,-0.125
75,0,0,0,-0.125
76,0,0,0,-0.125
77,0,0,0,-0.125
78,0,0,0,-0.125
79,0,0,0,-0.125
80,0,0,0,-0.125
81,-0.125,0,-0.125,-0.25
82,0,0,0,-0.25
83,0,0,0,-0.25
84,0,0,0,-0.25
85,0,0,0,-0.25
86,0,0,0,-0.25
87,0,0,0,-0.25
88,0,0,0,-0.25
89,0,0,0,-0.25
90,0,0,0,-0.25
91,-0.125,0,-0.125,-0.375
92,0,0,0,-0.375
93,0,0,0,-0.375
94,0.125,0,0.125,-0.25
95,0,0,0,-0.25
96,-0.125,0,-0.125,-0.375
97,0,0,0,-0.375
98,0,0,0,-0.375
99,0.125,0,0.125,-0.25
100,-0.125,0,-0.125,-0.375
101,0,0,0,-0.375
102,0,0,0,-0.375
103,0.125,0,0.125,-0.25
104,0,0,0,-0.25
105,0,0,0,-0.25
106,0,0,0,-0.25
107,0,0,0,-0.25
108,0.125,0,0.125,-0.125
109,-0.125,0,-0.125,-0.25
110,0.125,0,0,-0.25
111,0.125,0,0.125,-0.125
112,0,0,0,-0.125
113,0,0,0,-0.125
114,0,0,0,-0.125
115,0,0,0,-0.125
116,0,0,0,-0.125
117,0,0,0,-0.125
118,0,0,0,-0.125
119,0,0,0,-0.125
120,0,0,0,-0.125
121,0,0,0,-0.125
122,0,0,0,-0.125
123,0.125,0,0.125,0.0
124,0,0.125,0.125,0.125
125,-0.125,0,-0.125,0.0
126,-0.125,0,-0.125,-0.125
127,0.125,0,0.125,0.0
128,0,0.125,0.125,0.125
129,-0.125,0.125,0.125,0.25
130,-0.125,0.125,0.125,0.375
131,-0.125,0.125,0.125,0.5
132,-0.125,0,-0.125,0.375
133,-0.125,0,-0.125,0.25
134,-0.125,0,-0.125,0.125
135,0,0.125,0.125,0.25
136,-0.125,0,-0.125,0.125
137,-0.125,0.125,0.125,0.25
138,-0.125,0.125,0.125,0.375
139,-0.125,0.125,0.125,0.5
140,-0.125,0,-0.125,0.375
141,-0.125,0.125,0.125,0.5
142,-0.125,0,-0.125,0.375
143,-0.125,0.125,0.125,0.5
144,-0.125,0.125,0.125,0.625
145,-0.125,0.125,0.125,0.75
146,-0.125,0,-0.125,0.625
147,-0.125,0.125,0.125,0.75
148,-0.125,0,-0.125,0.625
149,-0.125,0,-0.125,0.5
150,-0.125,0,-0.125,0.375
151,-0.125,0,-0.125,0.25
152,-0.125,0.125,0.125,0.375
153,-0.125,0.125,0.125,0.5
154,-0.125,0.125,0.125,0.625
155,-0.125,0.125,0.125,0.75
156,-0.125,0,-0.125,0.625
157,-0.125,0,-0.125,0.5
158,-0.125,0,-0.125,0.375
159,-0.125,0.125,0.125,0.5
160,-0.125,0.125,0.125,0.625
161,-0.125,0.125,0.125,0.75
162,-0.125,0.125,0.125,0.875
163,-0.125,0,-0.125,0.75
164,-0.125,0,-0.125,0.625
165,-0.125,0,-0.125,0.5
166,-0.125,0.125,0.125,0.625
167,-0.125,0.125,0.125,0.75
168,-0.125,0.125,0.125,0.875
169,-0.125,0.125,0.125,1.0
170,-0.125,0,-0.125,0.875
171,-0.125,0,-0.125,0.75
172,-0.125,0,-0.125,0.625
173,-0.125,0,-0.125,0.5
174,-0.125,0,-0.125,0.375
175,-0.125,0.125,0.125,0.5
176,-0.125,0.125,0.125,0.625
177,-0.125,0.125,0.125,0.75
178,-0.125,0.125,0.125,0.875
179,-0.125,0.125,0.125,1.0
180,-0.125,0.125,0.125,1
181,-0.125,0,-0.125,0.875
