ts_micro,frame,btn,speed
1502931585273560,1,107,432.0
1502931585354171,2,107,432.0
1502931585492138,3,107,432.0
1502931585584411,4,107,432.0
1502931585727316,5,107,432.0
1502931585875773,6,107,432.0
1502931586017311,7,107,432.0
1502931586156106,8,107,432.0
1502931586293274,9,107,432.0
1502931586434403,10,107,432.0
1502931586585967,11,106,432.0
1502931586723355,12,106,432.0
1502931586868742,13,106,432.0
1502931586952579,14,106,432.0
1502931587093293,15,107,432.0
1502931587187805,16,107,432.0
1502931587334713,17,107,432.0
1502931587524525,18,106,432.0
1502931587648577,19,106,432.0
1502931587784546,20,106,432.0
1502931587929566,21,107,432.0
1502931588057624,22,106,432.0
1502931588150965,23,106,432.0
1502931588292012,24,106,432.0
1502931588385788,25,106,432.0
1502931588512627,26,106,432.0
1502931588612408,27,106,432.0
1502931588742911,28,106,432.0
1502931588866161,29,106,432.0
1502931589007315,30,106,432.0
1502931589101883,31,106,432.0
1502931589190128,32,106,432.0
1502931589286360,33,106,432.0
1502931589411568,34,106,432.0
1502931589541210,35,106,432.0
1502931589684261,36,106,432.0
1502931589777148,37,106,432.0
1502931589856012,38,106,432.0
1502931589995113,39,106,432.0
1502931590121171,40,106,432.0
1502931590262210,41,106,432.0
1502931590407610,42,107,432.0
1502931590499449,43,107,432.0
1502931590643160,44,107,432.0
1502931590794573,45,107,432.0
1502931590938612,46,107,432.0
1502931591036955,47,107,432.0
1502931591180712,48,107,432.0
1502931591285865,49,107,432.0
1502931591415813,50,107,432.0
1502931591560152,51,107,432.0
1502931591694807,52,107,432.0
1502931591836409,53,107,432.0
1502931591981115,54,106,432.0
1502931592120563,55,106,432.0
1502931592240052,56,106,432.0
1502931592384531,57,106,432.0
1502931592505403,58,106,432.0
1502931592607049,59,106,432.0
1502931592695064,60,106,432.0
1502931592792149,61,106,432.0
1502931592909935,62,106,432.0
1502931593049424,63,106,432.0
1502931593148732,64,106,432.0
1502931593240374,65,106,432.0
1502931593331602,66,106,432.0
1502931593439898,67,106,432.0
1502931593569059,68,106,432.0
1502931593709242,69,106,432.0
1502931593800332,70,106,432.0
1502931593889956,71,106,432.0
1502931593984382,72,106,432.0
1502931594099490,73,106,432.0
1502931594219075,74,106,432.0
1502931594360220,75,106,432.0
1502931594447099,76,106,432.0
1502931594535537,77,106,432.0
1502931594627450,78,106,432.0
1502931594769310,79,106,432.0
1502931594859631,80,106,432.0
1502931594951250,81,106,432.0
1502931595098763,82,106,432.0
1502931595200298,83,107,432.0
1502931595319549,84,107,432.0
1502931595461707,85,107,432.0
1502931595587489,86,106,432.0
1502931595684780,87,106,432.0
1502931595830068,88,106,432.0
1502931595925493,89,106,432.0
1502931596074123,90,106,432.0
