ts_micro,frame,btn,speed
1500265553737341,1,107,336.0
1500265553880277,2,107,336.0
1500265554009657,3,107,336.0
1500265554162000,4,108,336.0
1500265554263920,5,108,336.0
1500265554414655,6,108,336.0
1500265554571705,7,108,336.0
1500265554726893,8,108,336.0
1500265554880827,9,108,336.0
1500265555040011,10,108,336.0
1500265555200374,11,107,336.0
1500265555312121,12,107,336.0
1500265555478456,13,108,336.0
1500265555569518,14,108,336.0
1500265555720161,15,108,336.0
1500265555829138,16,108,336.0
1500265555936712,17,108,336.0
1500265556047333,18,108,336.0
1500265556159898,19,108,336.0
1500265556282862,20,108,336.0
1500265556418528,21,108,336.0
1500265556564087,22,108,336.0
1500265556702074,23,108,336.0
1500265556841341,24,108,336.0
1500265556989297,25,108,336.0
1500265557110141,26,108,336.0
1500265557264103,27,108,336.0
1500265557374599,28,108,336.0
1500265557491410,29,108,336.0
1500265557598722,30,108,336.0
1500265557708048,31,108,336.0
1500265557829968,32,108,336.0
1500265557985841,33,108,336.0
1500265558088683,34,108,336.0
1500265558201965,35,108,336.0
1500265558316836,36,108,336.0
