ts_micro,frame,wheel
1504100239225,1,0.0
1504100239344,2,0.0
1504100239490,3,0.0
1504100239635,4,0.0
1504100239777,5,0.0
1504100239919,6,0.0
1504100240061,7,0.0
1504100240201,8,0.0
1504100240340,9,0.0
1504100240480,10,0.0
1504100240577,11,0.0
1504100240720,12,0.0
1504100240860,13,0.0
1504100240961,14,0.0
1504100241060,15,0.0
1504100241159,16,0.0
1504100241259,17,0.0
1504100241361,18,0.0
1504100241464,19,0.0
1504100241565,20,0.0
1504100241667,21,0.0
1504100241770,22,0.0
1504100241872,23,0.0
1504100241975,24,0.0
1504100242077,25,0.0
1504100242166,26,0.0
1504100242269,27,0.0
1504100242371,28,0.0
1504100242474,29,0.0
1504100242578,30,0.0
1504100242681,31,0.0
1504100242784,32,0.0
1504100242887,33,0.0
1504100242992,34,0.0
1504100243095,35,0.0
1504100243198,36,0.0
1504100243301,37,0.0
1504100243390,38,0.0
1504100243496,39,0.0
1504100243599,40,0.0
1504100243702,41,0.0
1504100243804,42,0.0
1504100243908,43,0.0
1504100244011,44,0.0
1504100244114,45,0.0
1504100244218,46,0.0
1504100244325,47,0.0
1504100244429,48,0.0
1504100244541,49,0.0
1504100244631,50,0.0
1504100244735,51,0.0
1504100244838,52,0.0
1504100244941,53,0.0
1504100245044,54,0.0
1504100245148,55,0.0
1504100245253,56,0.0
1504100245358,57,0.0
1504100245462,58,0.0
1504100245565,59,0.0
1504100245668,60,-0.523598775598
1504100245732,61,-0.523598775598
1504100245821,62,-0.523598775598
1504100245925,63,-0.523598775598
1504100246028,64,0.0
1504100246084,65,0.0
1504100246189,66,0.0
1504100246298,67,0.0
1504100246404,68,0.0
1504100246509,69,0.0
1504100246616,70,0.0
1504100246724,71,0.0
1504100246830,72,0.0
1504100246935,73,0.0
1504100247027,74,0.0
1504100247133,75,0.0
1504100247239,76,0.0
1504100247345,77,0.0
1504100247450,78,0.0
1504100247557,79,0.0
1504100247662,80,0.0
1504100247768,81,0.0
1504100247874,82,0.0
1504100247980,83,0.0
1504100248085,84,0.0
1504100248192,85,0.0
1504100248285,86,0.0
1504100248392,87,0.0
1504100248498,88,0.0
1504100248605,89,0.0
1504100248711,90,0.0
1504100248817,91,0.0
1504100248925,92,0.0
1504100249032,93,0.0
1504100249138,94,0.0
1504100249245,95,0.0
1504100249351,96,0.0
1504100249460,97,0.523598775598
1504100249504,98,0.523598775598
1504100249614,99,0.523598775598
1504100249722,100,0.523598775598
1504100249828,101,0.523598775598
1504100249931,102,0.0
1504100250028,103,0.0
1504100250135,104,0.0
1504100250242,105,0.0
1504100250347,106,0.0
1504100250452,107,0.0
1504100250558,108,0.0
1504100250663,109,0.0
1504100250753,110,0.0
1504100250856,111,0.0
1504100250959,112,0.0
1504100251062,113,0.0
1504100251165,114,0.0
1504100251268,115,0.0
1504100251371,116,0.0
1504100251474,117,0.0
1504100251577,118,0.0
1504100251680,119,0.0
1504100251783,120,0.0
1504100251887,121,0.0
1504100251978,122,0.0
1504100252081,123,0.0
1504100252185,124,-0.523598775598
1504100252260,125,-0.523598775598
1504100252364,126,-0.523598775598
1504100252467,127,-0.523598775598
1504100252570,128,0.0
1504100252633,129,0.0
1504100252736,130,0.0
1504100252845,131,0.0
1504100252949,132,0.0
1504100253056,133,0.0
1504100253146,134,0.0
1504100253250,135,0.0
1504100253356,136,0.0
1504100253460,137,0.0
1504100253562,138,-0.523598775598
1504100253652,139,0.0
1504100253708,140,0.0
1504100253814,141,0.0
1504100253917,142,0.0
1504100254021,143,0.0
1504100254124,144,0.0
1504100254226,145,0.0
1504100254315,146,0.0
1504100254420,147,0.0
1504100254523,148,0.0
1504100254626,149,0.0
1504100254729,150,0.0
1504100254832,151,0.0
1504100254934,152,0.0
1504100255036,153,0.0
1504100255139,154,0.0
1504100255242,155,0.0
1504100255345,156,0.0
1504100255448,157,0.0
1504100255539,158,0.0
1504100255642,159,0.0
1504100255745,160,0.0
1504100255847,161,0.0
1504100255952,162,0.0
1504100256055,163,0.0
1504100256158,164,0.0
1504100256260,165,0.0
1504100256363,166,0.0
1504100256465,167,0.0
1504100256567,168,0.0
1504100256669,169,0.0
1504100256759,170,0.0
1504100256861,171,0.0
1504100256963,172,0.0
1504100257065,173,0.0
1504100257167,174,0.0
1504100257269,175,0.0
1504100257373,176,0.0
1504100257479,177,0.0
1504100257583,178,0.0
1504100257687,179,0.0
1504100257790,180,0.0
1504100257893,181,0.0
1504100257982,182,0.0
1504100258087,183,0.0
1504100258190,184,0.0
1504100258292,185,0.0
1504100258395,186,0.0
1504100258498,187,0.0
1504100258601,188,0.0
1504100258705,189,0.0
1504100258810,190,0.0
1504100258913,191,0.0
1504100259020,192,0.0
1504100259095,193,0.0
1504100259183,194,0.0
1504100259288,195,0.0
1504100259396,196,0.0
1504100259501,197,0.0
1504100259604,198,0.0
