ts_micro,frame,wheel
1504102700589,1,0.0
1504102700728,2,0.0
1504102700834,3,0.0
1504102700929,4,0.0
1504102701024,5,0.0
1504102701118,6,0.0
1504102701212,7,0.0
1504102701305,8,0.0
1504102701400,9,0.0
1504102701493,10,0.0
1504102701587,11,0.0
1504102701681,12,0.0
1504102701776,13,0.0
1504102701865,14,0.0
1504102701963,15,0.0
1504102702061,16,0.0
1504102702161,17,0.0
1504102702260,18,0.0
1504102702361,19,0.0
1504102702461,20,0.0
1504102702562,21,0.0
1504102702663,22,0.0
1504102702765,23,0.0
1504102702866,24,0.0
1504102702968,25,0.0
1504102703056,26,0.0
1504102703158,27,0.0
1504102703259,28,0.0
1504102703361,29,0.0
1504102703463,30,0.0
1504102703564,31,0.0
1504102703665,32,0.0
1504102703766,33,0.0
1504102703868,34,0.0
1504102703969,35,0.0
1504102704070,36,0.0
1504102704171,37,0.0
1504102704259,38,0.0
1504102704361,39,0.0
1504102704462,40,0.0
1504102704563,41,0.0
1504102704665,42,0.0
1504102704765,43,0.0
1504102704866,44,0.0
1504102704967,45,0.0
1504102705068,46,0.0
1504102705201,47,0.0
1504102705302,48,0.0
1504102705403,49,0.0
1504102705490,50,0.0
1504102705591,51,0.0
1504102705692,52,0.0
1504102705793,53,0.0
1504102705895,54,0.0
1504102705995,55,0.0
1504102706096,56,0.0
1504102706198,57,0.0
1504102706300,58,0.0
1504102706401,59,0.0
1504102706502,60,0.0
1504102706604,61,0.0
1504102706691,62,0.0
1504102706793,63,0.523598775598
1504102706845,64,0.523598775598
1504102706947,65,0.523598775598
1504102707049,66,0.0
1504102707102,67,0.0
1504102707205,68,0.0
1504102707304,69,0.0
1504102707409,70,0.0
1504102707512,71,0.0
1504102707614,72,0.0
1504102707716,73,0.0
1504102707804,74,0.0
1504102707905,75,0.0
1504102708006,76,0.0
1504102708106,77,0.0
1504102708207,78,0.0
1504102708308,79,0.0
1504102708408,80,0.0
1504102708509,81,0.0
1504102708610,82,0.0
1504102708711,83,0.0
1504102708812,84,0.0
1504102708913,85,0.0
1504102709001,86,0.0
1504102709104,87,0.0
1504102709208,88,-0.523598775598
1504102709260,89,-0.523598775598
1504102709361,90,-0.523598775598
1504102709463,91,0.0
1504102709514,92,0.0
1504102709616,93,0.0
1504102709717,94,0.0
1504102709822,95,0.0
1504102709926,96,-0.523598775598
1504102709995,97,-0.523598775598
1504102710084,98,-0.523598775598
1504102710186,99,0.0
1504102710278,100,0.0
1504102710382,101,0.0
1504102710482,102,0.0
1504102710584,103,-0.523598775598
1504102710646,104,-0.523598775598
1504102710749,105,-0.523598775598
1504102710854,106,-0.523598775598
1504102710955,107,-0.523598775598
1504102711057,108,-0.523598775598
1504102711158,109,0.0
1504102711195,110,0.0
1504102711299,111,0.0
1504102711401,112,0.0
1504102711504,113,0.0
1504102711606,114,0.0
1504102711706,115,0.0
1504102711807,116,0.0
1504102711907,117,0.0
1504102712007,118,0.523598775598
1504102712058,119,0.523598775598
1504102712159,120,0.0
1504102712256,121,0.0
1504102712345,122,0.0
1504102712446,123,0.0
1504102712546,124,0.0
1504102712650,125,0.0
1504102712753,126,0.0
1504102712854,127,0.0
1504102712955,128,0.0
1504102713055,129,0.0
1504102713156,130,0.0
1504102713257,131,0.0
1504102713358,132,0.0
1504102713459,133,0.0
1504102713547,134,0.0
1504102713649,135,0.0
1504102713750,136,0.0
1504102713852,137,0.0
1504102713953,138,0.0
1504102714054,139,0.0
1504102714155,140,0.0
1504102714257,141,0.0
1504102714359,142,0.0
1504102714461,143,0.523598775598
1504102714518,144,0.523598775598
1504102714622,145,0.523598775598
1504102714710,146,0.0
1504102714761,147,0.0
1504102714864,148,0.0
1504102714963,149,0.0
1504102715074,150,0.0
1504102715177,151,0.0
1504102715279,152,0.0
1504102715381,153,0.0
1504102715482,154,-0.523598775598
1504102715534,155,0.0
1504102715636,156,0.0
1504102715739,157,0.0
1504102715827,158,0.0
1504102715929,159,0.0
1504102716030,160,0.0
1504102716136,161,0.0
1504102716238,162,0.0
1504102716340,163,0.0
1504102716442,164,0.0
1504102716543,165,0.0
1504102716644,166,0.0
1504102716746,167,0.0
1504102716848,168,0.0
1504102716950,169,0.0
1504102717039,170,0.0
1504102717141,171,0.0
1504102717243,172,0.0
1504102717345,173,0.0
1504102717447,174,0.0
1504102717550,175,0.0
1504102717652,176,0.0
1504102717757,177,0.0
1504102717861,178,0.0
1504102717963,179,0.0
1504102718065,180,0.0
1504102718166,181,-0.523598775598
1504102718204,182,0.0
1504102718257,183,0.0
1504102718359,184,0.0
1504102718461,185,0.0
1504102718563,186,0.0
1504102718663,187,0.0
1504102718765,188,0.0
1504102718868,189,0.0
1504102718971,190,0.0
1504102719073,191,0.0
1504102719175,192,0.0
1504102719278,193,0.0
1504102719366,194,0.0
1504102719424,195,0.0
1504102719530,196,0.0
1504102719636,197,0.0
1504102719741,198,0.0
