ts_micro,frame,btn,speed
1502931711795224,1,107,432.0
1502931711921651,2,107,432.0
1502931712061756,3,107,432.0
1502931712156708,4,107,432.0
1502931712299333,5,107,432.0
1502931712444318,6,106,432.0
1502931712606080,7,106,432.0
1502931712744625,8,106,432.0
1502931712886287,9,106,432.0
1502931713029808,10,107,432.0
1502931713119886,11,107,432.0
1502931713258573,12,107,432.0
1502931713396400,13,106,432.0
1502931713469869,14,106,432.0
1502931713607272,15,106,432.0
1502931713746929,16,107,432.0
1502931713842647,17,107,432.0
1502931713984275,18,107,432.0
1502931714123805,19,106,432.0
1502931714219333,20,106,432.0
1502931714359640,21,106,432.0
1502931714495102,22,106,432.0
1502931714589552,23,107,432.0
1502931714682034,24,107,432.0
1502931714824177,25,107,432.0
1502931714950743,26,107,432.0
1502931715093514,27,107,432.0
1502931715239358,28,107,432.0
1502931715381409,29,106,432.0
1502931715471615,30,106,432.0
1502931715614253,31,106,432.0
1502931715753854,32,106,432.0
1502931715847196,33,106,432.0
1502931715992098,34,106,432.0
1502931716083295,35,107,432.0
1502931716227028,36,107,432.0
1502931716374274,37,106,432.0
1502931716484031,38,106,432.0
1502931716630160,39,106,432.0
1502931716724808,40,106,432.0
1502931716820093,41,106,432.0
1502931716910974,42,106,432.0
1502931717005238,43,106,432.0
1502931717143813,44,106,432.0
1502931717262169,45,106,432.0
1502931717401363,46,106,432.0
1502931717544660,47,106,432.0
1502931717638242,48,106,432.0
1502931717733556,49,106,432.0
1502931717823737,50,106,432.0
1502931717965752,51,106,432.0
1502931718070794,52,106,432.0
1502931718211292,53,107,432.0
1502931718312162,54,107,432.0
1502931718455875,55,107,432.0
1502931718596031,56,106,432.0
1502931718689907,57,106,432.0
1502931718837673,58,106,432.0
1502931718931491,59,106,432.0
1502931719079131,60,106,432.0
1502931719175158,61,106,432.0
1502931719260343,62,106,432.0
1502931719401286,63,106,432.0
1502931719493271,64,106,432.0
1502931719635769,65,106,432.0
1502931719724764,66,106,432.0
1502931719846356,67,106,432.0
1502931719990399,68,106,432.0
1502931720080315,69,107,432.0
1502931720211895,70,107,432.0
1502931720346557,71,107,432.0
1502931720484847,72,107,432.0
1502931720623805,73,107,432.0
1502931720757840,74,106,432.0
1502931720850450,75,106,432.0
1502931720942116,76,106,432.0
1502931721071149,77,106,432.0
1502931721206601,78,106,432.0
1502931721294481,79,106,432.0
1502931721384497,80,107,432.0
1502931721525769,81,107,432.0
1502931721668628,82,107,432.0
1502931721802310,83,107,432.0
1502931721938903,84,107,432.0
1502931722076530,85,107,432.0
1502931722199016,86,107,432.0
1502931722341157,87,107,432.0
1502931722520072,88,106,432.0
1502931722621001,89,106,432.0
1502931722711431,90,106,432.0
1502931722800668,91,106,432.0
1502931722928487,92,106,432.0
1502931723076259,93,107,432.0
1502931723169118,94,107,432.0
1502931723310903,95,107,432.0
1502931723454692,96,107,432.0
1502931723592982,97,106,432.0
1502931723668019,98,106,432.0
1502931723800572,99,106,432.0
1502931723939162,100,106,432.0
1502931724060862,101,106,432.0
1502931724191224,102,106,432.0
1502931724329872,103,106,432.0
1502931724421513,104,106,432.0
1502931724512031,105,106,432.0
1502931724649454,106,106,432.0
1502931724785651,107,106,432.0
1502931724934938,108,106,432.0
1502931725066375,109,107,432.0
1502931725180579,110,107,432.0
1502931725326204,111,107,432.0
1502931725461220,112,106,432.0
1502931725562155,113,106,432.0
1502931725705383,114,106,432.0
1502931725798028,115,106,432.0
1502931725942997,116,106,432.0
1502931726037593,117,106,432.0
1502931726128281,118,106,432.0
1502931726249888,119,106,432.0
1502931726390560,120,106,432.0
1502931726486043,121,106,432.0
1502931726565516,122,106,432.0
1502931726699566,123,106,432.0
1502931726845031,124,106,432.0
1502931726941284,125,107,432.0
1502931727031826,126,107,432.0
1502931727173227,127,107,432.0
1502931727309521,128,106,432.0
1502931727400549,129,106,432.0
1502931727540314,130,106,432.0
1502931727631411,131,106,432.0
1502931727749375,132,106,432.0
1502931727892813,133,106,432.0
1502931727976318,134,106,432.0
1502931728069686,135,106,432.0
1502931728187047,136,106,432.0
1502931728310963,137,106,432.0
1502931728450453,138,106,432.0
1502931728548271,139,106,432.0
1502931728692710,140,106,432.0
1502931728789436,141,106,432.0
1502931728936321,142,107,432.0
1502931729033067,143,107,432.0
1502931729178809,144,107,432.0
1502931729323910,145,107,432.0
1502931729450026,146,107,432.0
1502931729598208,147,107,432.0
1502931729748242,148,107,432.0
1502931729897661,149,107,432.0
1502931730043506,150,108,432.0
1502931730135522,151,108,432.0
1502931730280474,152,106,432.0
1502931730371383,153,106,432.0
1502931730509370,154,106,432.0
1502931730599202,155,106,432.0
1502931730741060,156,106,432.0
1502931730891434,157,106,432.0
1502931731022860,158,106,432.0
1502931731164561,159,107,432.0
1502931731266883,160,107,432.0
1502931731405367,161,107,432.0
1502931731544057,162,108,432.0
1502931731634266,163,106,432.0
1502931731750881,164,106,432.0
1502931731891760,165,106,432.0
1502931731981110,166,106,432.0
1502931732111579,167,106,432.0
1502931732249067,168,107,432.0
1502931732339132,169,107,432.0
1502931732489287,170,107,432.0
1502931732647056,171,107,432.0
1502931732790910,172,107,432.0
1502931732934201,173,107,432.0
1502931733077012,174,106,432.0
1502931733173235,175,106,432.0
1502931733283022,176,106,432.0
1502931733429349,177,106,432.0
1502931733573892,178,106,432.0
1502931733686615,179,106,432.0
1502931733833958,180,106,432.0
1502931733928264,181,106,432.0
1502931734007858,182,106,432.0
1502931734143294,183,106,432.0
1502931734231296,184,107,432.0
1502931734324155,185,107,432.0
1502931734472639,186,107,432.0
1502931734608902,187,106,432.0
1502931734698118,188,106,432.0
1502931734792517,189,106,432.0
1502931734910038,190,106,432.0
1502931735039378,191,106,432.0
1502931735175472,192,106,432.0
1502931735259353,193,106,432.0
1502931735330930,194,106,432.0
1502931735467464,195,106,432.0
1502931735600294,196,106,432.0
1502931735688540,197,106,432.0
1502931735773534,198,107,432.0
1502931735889392,199,107,432.0
1502931736025018,200,107,432.0
