ts_micro,frame,wheel
1502978584638540,1,0.0
1502978584721864,2,0.0
1502978584854021,3,0.0
1502978584986375,4,0.0
1502978585071413,5,0.0
1502978585209810,6,0.0
1502978585340314,7,0.523598775598
1502978585422249,8,0.523598775598
1502978585551095,9,0.0
1502978585645982,10,0.523598775598
1502978585769171,11,0.523598775598
1502978585948374,12,0.523598775598
1502978586084010,13,0.523598775598
1502978586205802,14,0.523598775598
1502978586297455,15,0.0
1502978586382213,16,0.523598775598
1502978586467959,17,0.523598775598
1502978586603677,18,0.523598775598
1502978586739475,19,0.0
1502978586865447,20,0.0
1502978587007439,21,0.0
1502978587145393,22,0.523598775598
1502978587249247,23,0.523598775598
1502978587392805,24,0.523598775598
1502978587535402,25,0.0
1502978587612627,26,0.0
1502978587750586,27,0.0
1502978587887572,28,0.0
1502978588030183,29,0.0
1502978588171972,30,0.523598775598
1502978588255401,31,0.523598775598
1502978588393913,32,0.523598775598
1502978588518053,33,0.523598775598
1502978588655466,34,0.0
1502978588771441,35,0.0
1502978588913734,36,0.523598775598
1502978589005940,37,0.523598775598
1502978589125600,38,0.523598775598
1502978589265411,39,0.0
1502978589352696,40,0.0
1502978589496677,41,-0.523598775598
1502978589590990,42,-0.523598775598
1502978589734968,43,0.0
1502978589823307,44,0.0
1502978589960683,45,0.523598775598
1502978590047929,46,0.523598775598
1502978590185713,47,0.523598775598
1502978590283792,48,0.523598775598
1502978590429644,49,0.523598775598
1502978590557185,50,0.523598775598
1502978590687358,51,0.523598775598
1502978590833910,52,0.0
1502978590975577,53,0.0
1502978591124886,54,0.523598775598
1502978591215137,55,0.523598775598
1502978591351092,56,0.523598775598
1502978591452405,57,0.523598775598
1502978591592320,58,0.523598775598
1502978591740583,59,0.0
1502978591829807,60,0.523598775598
1502978591960018,61,0.523598775598
1502978592082910,62,0.523598775598
1502978592231785,63,0.0
1502978592322087,64,-0.523598775598
1502978592424227,65,-0.523598775598
1502978592569071,66,-0.523598775598
1502978592708609,67,-0.523598775598
1502978592843230,68,-0.523598775598
1502978592980427,69,0.0
1502978593067505,70,0.0
1502978593207218,71,0.523598775598
1502978593297989,72,0.523598775598
1502978593440801,73,0.523598775598
1502978593559253,74,0.523598775598
1502978593694477,75,0.0
1502978593780026,76,0.0
1502978593914448,77,0.0
1502978594048731,78,0.0
1502978594189299,79,0.523598775598
1502978594280847,80,0.523598775598
1502978594419897,81,0.523598775598
1502978594559438,82,0.523598775598
1502978594699431,83,0.523598775598
1502978594785073,84,0.0
1502978594878861,85,0.0
1502978595004833,86,0.0
1502978595143654,87,0.0
1502978595287736,88,0.0
1502978595429658,89,0.523598775598
1502978595520144,90,0.523598775598
1502978595657118,91,0.523598775598
1502978595746774,92,0.523598775598
1502978595835844,93,0.523598775598
1502978596002995,94,0.523598775598
1502978596141409,95,0.523598775598
1502978596325552,96,0.523598775598
1502978596414677,97,0.523598775598
1502978596484469,98,0.523598775598
1502978596580040,99,0.523598775598
1502978596666789,100,0.0
1502978596758261,101,0.0
1502978596894227,102,0.0
1502978597033899,103,0.0
1502978597174772,104,0.0
1502978597314381,105,0.0
1502978597451105,106,0.0
1502978597586104,107,0.0
1502978597722325,108,0.523598775598
1502978597814358,109,0.523598775598
1502978597933986,110,0.523598775598
1502978598074385,111,0.523598775598
1502978598213868,112,0.523598775598
1502978598314866,113,0.523598775598
1502978598402014,114,0.523598775598
1502978598487714,115,0.523598775598
1502978598574434,116,0.523598775598
1502978598658969,117,0.523598775598
1502978598792753,118,0.523598775598
1502978598933210,119,0.523598775598
1502978599072177,120,0.523598775598
1502978599156213,121,0.0
1502978599223438,122,0.523598775598
1502978599318541,123,0.523598775598
1502978599457592,124,0.523598775598
1502978599550256,125,0.523598775598
1502978599690166,126,0.0
1502978599781244,127,0.0
1502978599917846,128,0.0
1502978600059566,129,0.0
1502978600200045,130,0.0
1502978600341549,131,0.0
1502978600488740,132,-0.523598775598
1502978600579824,133,-0.523598775598
1502978600705768,134,0.0
1502978600797358,135,0.523598775598
1502978600961835,136,0.523598775598
1502978601099755,137,0.523598775598
1502978601245849,138,0.523598775598
1502978601390931,139,0.0
1502978601537299,140,0.0
1502978601683419,141,0.0
1502978601829914,142,0.0
1502978601980108,143,0.0
1502978602126098,144,0.0
1502978602273364,145,0.0
1502978602390685,146,0.523598775598
1502978602481014,147,0.523598775598
1502978602618274,148,0.523598775598
1502978602751761,149,0.523598775598
1502978602890037,150,0.523598775598
1502978602980280,151,0.523598775598
1502978603067903,152,0.0
1502978603159203,153,0.0
1502978603303229,154,0.523598775598
1502978603397251,155,0.523598775598
1502978603536673,156,0.523598775598
1502978603679574,157,0.523598775598
1502978603752188,158,0.523598775598
1502978603888799,159,0.0
1502978603972223,160,0.0
1502978604107934,161,0.0
1502978604246916,162,0.0
1502978604388347,163,0.0
1502978604534832,164,0.523598775598
1502978604626480,165,0.523598775598
1502978604770262,166,0.523598775598
1502978604910335,167,0.0
1502978605002631,168,0.0
1502978605142422,169,0.0
1502978605268866,170,0.523598775598
1502978605379482,171,0.523598775598
1502978605523262,172,0.523598775598
1502978605659837,173,0.523598775598
1502978605797146,174,0.523598775598
1502978605889019,175,0.523598775598
1502978605978828,176,0.0
1502978606069451,177,0.0
1502978606209084,178,0.523598775598
1502978606300561,179,0.523598775598
1502978606441057,180,0.523598775598
1502978606583550,181,0.523598775598
1502978606709945,182,0.523598775598
1502978606806555,183,0.523598775598
1502978606902213,184,0.0
1502978606999518,185,0.0
1502978607141210,186,0.0
1502978607285662,187,-0.523598775598
1502978607378977,188,0.0
1502978607521294,189,0.0
1502978607660482,190,0.0
1502978607800436,191,0.0
1502978607941880,192,0.523598775598
1502978608032648,193,0.523598775598
1502978608154646,194,0.523598775598
1502978608272315,195,0.523598775598
1502978608405653,196,0.0
1502978608489585,197,0.523598775598
1502978608613211,198,0.523598775598
1502978608748660,199,0.523598775598
1502978608886748,200,0.523598775598
