1499653544249900,1,,240
1499653544360239,2,,240
1499653544465055,3,,240
1499653544567691,4,,288
1499653544658931,5,,288
1499653544762927,6,,336
1499653544859865,7,,336
1499653544966840,8,,384
1499653545074312,9,,384
1499653545182116,10,,384
1499653545288782,11,,384
1499653545394856,12,,384
1499653545500712,13,,384
1499653545592011,14,,384
1499653545700988,15,,384
1499653545806599,16,,432
1499653545867019,17,,432
1499653545971699,18,,432
1499653546102566,19,,432
1499653546212471,20,108,432
1499653546273770,21,108,432
1499653546381311,22,108,432
1499653546449511,23,108,432
1499653546560289,24,108,432
1499653546668426,25,108,432
1499653546713935,26,108,432
1499653546818565,27,108,432
1499653546876983,28,108,432
1499653546980548,29,108,432
1499653547089857,30,108,432
1499653547147027,31,108,432
1499653547241321,32,108,432
1499653547348502,33,108,432
1499653547405681,34,108,432
1499653547510027,35,108,432
1499653547566711,36,108,432
1499653547670629,37,108,432
1499653547713157,38,108,432
1499653547816241,39,108,432
1499653547872244,40,108,432
1499653547970184,41,108,432
1499653548072894,42,108,432
1499653548128773,43,108,432
1499653548236821,44,108,432
1499653548292032,45,108,432
1499653548399180,46,108,432
1499653548456879,47,108,432
1499653548560965,48,108,432
1499653548622008,49,108,432
1499653548713221,50,108,432
1499653548773267,51,108,432
1499653548877446,52,108,432
1499653548939171,53,108,432
1499653549051955,54,108,432
1499653549156431,55,108,432
1499653549262910,56,108,432
1499653549367965,57,108,432
1499653549473722,58,108,432
1499653549578213,59,108,432
1499653549690622,60,108,432
1499653549802200,61,108,432
1499653549893168,62,107,432
1499653549954622,63,107,432
1499653550057807,64,107,432
1499653550161387,65,107,432
1499653550264520,66,107,432
1499653550367114,67,108,432
1499653550422002,68,108,432
1499653550525805,69,108,432
1499653550633221,70,107,432
1499653550693365,71,107,432
1499653550800960,72,107,432
1499653550905645,73,108,432
1499653550951318,74,108,432
1499653551061146,75,108,432
1499653551163920,76,107,432
1499653551261206,77,107,432
1499653551364344,78,107,432
1499653551467424,79,107,432
1499653551570922,80,107,432
1499653551674252,81,107,432
1499653551778704,82,108,432
1499653551839313,83,108,432
1499653551946765,84,108,432
1499653552048643,85,108,432
1499653552141533,86,108,432
1499653552250936,87,108,432
1499653552310700,88,108,432
1499653552409106,89,108,432
1499653552513582,90,108,432
1499653552618914,91,108,432
1499653552679648,92,108,432
1499653552787608,93,108,432
1499653552848154,94,108,432
1499653552951882,95,108,432
1499653553055291,96,108,432
1499653553110523,97,108,432
1499653553199081,98,108,432
1499653553254898,99,108,432
1499653553353258,100,108,432
1499653553456613,101,108,432
1499653553512179,102,108,432
1499653553616732,103,108,432
1499653553677170,104,108,432
1499653553779949,105,108,432
1499653553888088,106,108,432
1499653553995754,107,108,432
1499653554061565,108,108,432
1499653554166132,109,108,432
1499653554228478,110,108,432
1499653554336288,111,108,432
1499653554401249,112,108,432
1499653554506455,113,108,432
1499653554565849,114,108,432
1499653554669250,115,108,432
1499653554729143,116,108,432
1499653554830817,117,108,432
1499653554939379,118,108,432
1499653554999718,119,108,432
1499653555105728,120,108,432
1499653555204636,121,107,432
1499653555248984,122,107,432
1499653555355143,123,107,432
1499653555457686,124,108,432
1499653555517188,125,108,432
1499653555618540,126,108,432
1499653555675069,127,108,432
1499653555780901,128,108,432
1499653555834483,129,108,432
1499653555938241,130,107,432
1499653555991627,131,115,0
1499653556092437,132,115,0
1499653556196156,133,115,0
1499653556286055,134,115,0
1499653556391637,135,115,0
1499653556501693,136,115,0
