ts_micro,frame,wheel
1503700730688,1,0.0
1503700730814,2,0.0
1503700730869,3,0.0
1503700730930,4,0.0
1503700730985,5,0.0
1503700731039,6,0.0
1503700731092,7,0.0
1503700731144,8,0.0
1503700731199,9,0.0
1503700731258,10,-0.523598775598
1503700731290,11,-0.523598775598
1503700731339,12,-0.523598775598
1503700731389,13,-0.523598775598
1503700731439,14,-0.523598775598
1503700731489,15,-0.523598775598
1503700731539,16,-0.523598775598
1503700731589,17,-0.523598775598
1503700731639,18,-0.523598775598
1503700731689,19,-0.523598775598
1503700731739,20,-0.523598775598
1503700731789,21,-0.523598775598
1503700731839,22,-0.523598775598
1503700731889,23,-0.523598775598
1503700731939,24,-0.523598775598
1503700731989,25,-0.523598775598
1503700732039,26,-0.523598775598
1503700732089,27,-0.523598775598
1503700732139,28,0.0
1503700732189,29,0.0
1503700732239,30,0.0
1503700732289,31,0.0
1503700732339,32,0.0
1503700732389,33,0.0
1503700732439,34,0.0
1503700732489,35,0.0
1503700732539,36,0.0
1503700732589,37,0.0
1503700732639,38,0.0
1503700732689,39,0.0
1503700732739,40,0.0
1503700732789,41,0.0
1503700732839,42,0.0
1503700732889,43,0.0
1503700732939,44,0.0
1503700732989,45,0.0
1503700733039,46,0.0
1503700733089,47,0.0
1503700733139,48,0.0
1503700733189,49,0.0
1503700733239,50,0.0
1503700733289,51,0.0
1503700733362,52,0.0
1503700733442,53,0.0
1503700733512,54,0.0
1503700733594,55,0.0
1503700733669,56,0.0
1503700733753,57,0.0
1503700733831,58,0.0
1503700733916,59,-0.523598775598
1503700733992,60,-0.523598775598
1503700734069,61,-0.523598775598
1503700734127,62,-0.523598775598
1503700734211,63,-0.523598775598
1503700734295,64,-0.523598775598
1503700734384,65,-0.523598775598
1503700734465,66,-0.523598775598
1503700734552,67,0.0
1503700734635,68,0.0
1503700734741,69,0.0
1503700734843,70,0.0
1503700734945,71,0.0
1503700735039,72,0.0
1503700735129,73,0.0
1503700735185,74,0.0
1503700735278,75,0.0
1503700735352,76,0.0
1503700735428,77,0.0
1503700735501,78,0.0
1503700735576,79,0.0
1503700735645,80,0.0
1503700735723,81,0.0
1503700735798,82,-0.523598775598
1503700735876,83,-0.523598775598
1503700735966,84,-0.523598775598
1503700736042,85,-0.523598775598
1503700736099,86,-0.523598775598
1503700736174,87,-0.523598775598
1503700736246,88,0.0
1503700736321,89,0.0
1503700736420,90,0.0
1503700736498,91,0.0
1503700736594,92,0.0
1503700736648,93,0.0
1503700736697,94,0.0
1503700736747,95,0.0
1503700736795,96,0.0
1503700736840,97,0.0
1503700736872,98,0.0
1503700736913,99,0.0
1503700736953,100,0.0
1503700736998,101,0.0
1503700737048,102,0.0
1503700737098,103,0.0
1503700737148,104,0.0
1503700737198,105,0.0
