ts_micro,frame,btn,speed
1502978643386287,1,107,432.0
1502978643458317,2,107,432.0
1502978643584040,3,107,432.0
1502978643693966,4,107,432.0
1502978643825160,5,107,432.0
1502978643949706,6,107,432.0
1502978644078723,7,107,432.0
1502978644210020,8,107,432.0
1502978644335950,9,108,432.0
1502978644432869,10,108,432.0
1502978644571267,11,108,432.0
1502978644705406,12,108,432.0
1502978644841689,13,107,432.0
1502978644927120,14,107,432.0
1502978645070933,15,107,432.0
1502978645208466,16,107,432.0
1502978645342419,17,108,432.0
1502978645427749,18,108,432.0
1502978645563226,19,108,432.0
1502978645694816,20,108,432.0
1502978645829313,21,108,432.0
1502978645957714,22,108,432.0
1502978646040374,23,107,432.0
1502978646127009,24,107,432.0
1502978646263562,25,107,432.0
1502978646378328,26,107,432.0
1502978646520191,27,107,432.0
1502978646656897,28,107,432.0
1502978646799883,29,108,432.0
1502978646890914,30,108,432.0
1502978647027884,31,107,432.0
1502978647118535,32,108,432.0
1502978647238542,33,108,432.0
1502978647384710,34,108,432.0
1502978647530127,35,107,432.0
1502978647624992,36,107,432.0
1502978647769738,37,107,432.0
1502978647890033,38,108,432.0
1502978647983087,39,108,432.0
1502978648128327,40,108,432.0
1502978648270710,41,108,432.0
1502978648411298,42,108,432.0
1502978648501907,43,108,432.0
1502978648593903,44,108,432.0
1502978648687141,45,108,432.0
1502978648783732,46,107,432.0
1502978648879170,47,107,432.0
1502978649022768,48,108,432.0
1502978649116213,49,108,432.0
1502978649235885,50,107,432.0
1502978649328942,51,107,432.0
1502978649470789,52,107,432.0
1502978649609270,53,108,432.0
1502978649712558,54,108,432.0
1502978649851905,55,107,432.0
1502978649938395,56,107,432.0
1502978650075677,57,107,432.0
1502978650210598,58,107,432.0
1502978650345019,59,107,432.0
1502978650482978,60,107,432.0
1502978650619897,61,107,432.0
1502978650736447,62,108,432.0
1502978650895096,63,108,432.0
1502978651056112,64,108,432.0
1502978651188821,65,108,432.0
1502978651278346,66,108,432.0
1502978651418527,67,107,432.0
1502978651506473,68,107,432.0
1502978651645045,69,107,432.0
1502978651789224,70,107,432.0
1502978651935161,71,107,432.0
1502978652080855,72,108,432.0
1502978652171473,73,108,432.0
1502978652275137,74,108,432.0
1502978652417352,75,107,432.0
1502978652516209,76,107,432.0
1502978652652208,77,108,432.0
1502978652740390,78,108,432.0
1502978652880450,79,108,432.0
1502978653020757,80,107,432.0
1502978653150216,81,107,432.0
1502978653293818,82,107,432.0
1502978653432123,83,107,432.0
1502978653577383,84,107,432.0
1502978653712544,85,107,432.0
1502978653829063,86,107,432.0
1502978653970122,87,108,432.0
1502978654062864,88,108,432.0
1502978654200187,89,108,432.0
1502978654339950,90,108,432.0
1502978654479749,91,108,432.0
1502978654571752,92,108,432.0
1502978654660864,93,108,432.0
1502978654750910,94,108,432.0
1502978654842150,95,108,432.0
1502978654936874,96,108,432.0
1502978655028936,97,108,432.0
1502978655105846,98,108,432.0
1502978655195091,99,108,432.0
1502978655281220,100,108,432.0
1502978655365349,101,108,432.0
1502978655450650,102,108,432.0
1502978655533890,103,108,432.0
1502978655624756,104,108,432.0
1502978655710968,105,108,432.0
1502978655800117,106,108,432.0
1502978655937040,107,108,432.0
1502978656025186,108,108,432.0
1502978656113419,109,108,432.0
1502978656181599,110,107,432.0
1502978656276069,111,107,432.0
1502978656420255,112,107,432.0
1502978656554443,113,108,432.0
1502978656645694,114,108,432.0
1502978656783034,115,108,432.0
1502978656922422,116,108,432.0
1502978657057195,117,107,432.0
1502978657144631,118,107,432.0
1502978657283008,119,107,432.0
1502978657423544,120,107,432.0
1502978657559986,121,107,432.0
1502978657679746,122,107,432.0
1502978657815423,123,107,432.0
1502978657948354,124,107,432.0
1502978658088779,125,107,432.0
1502978658235219,126,107,432.0
1502978658377681,127,107,432.0
1502978658516231,128,107,432.0
1502978658656794,129,107,432.0
1502978658793124,130,107,432.0
1502978658936361,131,108,432.0
1502978659023755,132,108,432.0
1502978659159978,133,108,432.0
1502978659274976,134,108,432.0
1502978659416466,135,108,432.0
1502978659521038,136,108,432.0
1502978659606034,137,108,432.0
1502978659696516,138,107,432.0
1502978659785801,139,108,432.0
1502978659876005,140,108,432.0
1502978660008425,141,107,432.0
1502978660092216,142,107,432.0
1502978660227548,143,107,432.0
1502978660365262,144,107,432.0
1502978660495463,145,108,432.0
1502978660565545,146,108,432.0
1502978660702636,147,108,432.0
1502978660839809,148,108,432.0
1502978661049721,149,108,432.0
1502978661136555,150,107,432.0
1502978661230230,151,107,432.0
1502978661370755,152,107,432.0
1502978661511679,153,108,432.0
1502978661609721,154,108,432.0
1502978661746485,155,107,432.0
1502978661836795,156,107,432.0
1502978661976902,157,107,432.0
1502978662095339,158,107,432.0
1502978662239891,159,107,432.0
1502978662384509,160,107,432.0
1502978662521820,161,107,432.0
1502978662657059,162,107,432.0
1502978662791212,163,108,432.0
1502978662877253,164,108,432.0
1502978663015883,165,108,432.0
1502978663153550,166,108,432.0
1502978663289662,167,108,432.0
1502978663380705,168,108,432.0
1502978663470517,169,108,432.0
1502978663544886,170,108,432.0
1502978663640218,171,108,432.0
1502978663730822,172,108,432.0
1502978663828884,173,108,432.0
1502978663920131,174,108,432.0
1502978664012271,175,108,432.0
1502978664101159,176,108,432.0
1502978664191207,177,108,432.0
1502978664286635,178,108,432.0
1502978664374273,179,108,432.0
1502978664462140,180,107,432.0
1502978664548754,181,107,432.0
1502978664670976,182,107,432.0
1502978664811450,183,107,432.0
1502978664954285,184,107,432.0
1502978665099077,185,107,432.0
1502978665245243,186,107,432.0
1502978665387539,187,107,432.0
1502978665527939,188,106,432.0
1502978665616754,189,106,432.0
1502978665749044,190,108,432.0
1502978665919776,191,108,432.0
1502978666069742,192,108,432.0
1502978666201356,193,107,432.0
1502978666300300,194,107,432.0
1502978666446396,195,107,432.0
1502978666590581,196,107,432.0
1502978666734383,197,107,432.0
1502978666880882,198,107,432.0
1502978667025154,199,107,432.0
1502978667171980,200,108,432.0
