ts_micro,frame,btn,speed
1503318350406129,1,107,240
1503318350528004,2,107,240
1503318350613855,3,107,240
1503318350649005,4,107,240
1503318350730342,5,107,240
1503318350814410,6,107,240
1503318350894190,7,107,240
1503318350977359,8,108,240
1503318351049376,9,108,240
1503318351129251,10,108,240
1503318351216505,11,107,240
1503318351254496,12,107,240
1503318351340496,13,107,240
1503318351423503,14,107,240
1503318351524689,15,108,240
1503318351608707,16,108,240
1503318351703392,17,108,240
1503318351794760,18,107,240
1503318351857632,19,107,240
1503318351947354,20,107,240
1503318352039805,21,107,240
1503318352170565,22,108,240
1503318352271269,23,108,240
1503318352406096,24,107,240
1503318352488113,25,107,240
1503318352596098,26,107,240
1503318352739323,27,107,240
1503318352872691,28,107,240
1503318353010403,29,107,240
1503318353154891,30,107,240
1503318353288221,31,107,240
1503318353427173,32,107,240
1503318353556968,33,107,240
1503318353681528,34,107,240
1503318353811382,35,107,240
1503318353935987,36,107,240
1503318354064549,37,108,240
1503318354120522,38,108,240
1503318354257082,39,107,240
1503318354337051,40,107,240
1503318354467091,41,107,240
1503318354592946,42,107,240
1503318354721489,43,108,240
1503318354808771,44,108,240
1503318354954551,45,107,240
1503318355040818,46,107,240
1503318355197856,47,107,240
1503318355333171,48,107,240
1503318355466623,49,107,240
1503318355568099,50,107,240
1503318355713395,51,107,240
1503318355861070,52,107,240
1503318356002194,53,107,240
1503318356126211,54,107,240
1503318356232591,55,107,240
1503318356324795,56,107,240
1503318356419584,57,108,240
1503318356461103,58,108,240
1503318356552781,59,108,240
1503318356675023,60,107,240
1503318356750221,61,107,240
1503318356852022,62,107,240
1503318356975602,63,107,240
1503318357090351,64,107,240
1503318357231418,65,108,240
1503318357318050,66,107,240
1503318357451369,67,107,240
1503318357591181,68,107,240
1503318357739035,69,108,240
1503318357816715,70,108,240
1503318357940754,71,107,240
1503318358013360,72,107,240
1503318358151486,73,107,240
1503318358256622,74,108,240
1503318358337616,75,108,240
1503318358469587,76,107,240
1503318358571587,77,107,240
1503318358711477,78,107,240
1503318358855952,79,108,240
1503318358945880,80,108,240
1503318359078630,81,107,240
1503318359180084,82,107,240
1503318359326314,83,107,240
1503318359466147,84,107,240
1503318359596006,85,106,240
1503318359682811,86,106,240
1503318359833098,87,107,240
1503318359932409,88,107,240
1503318360036554,89,108,240
1503318360093455,90,108,240
1503318360188627,91,108,240
1503318360283144,92,108,240
1503318360427722,93,106,240
1503318360517355,94,106,240
1503318360645055,95,107,240
1503318360717600,96,107,240
1503318360850323,97,107,240
1503318360951989,98,107,240
1503318361085265,99,107,240
1503318361225434,100,108,240
1503318361315734,101,108,240
1503318361449259,102,107,240
1503318361539278,103,107,240
1503318361670847,104,107,240
1503318361792873,105,107,240
1503318361923044,106,107,240
1503318362053063,107,108,240
1503318362138241,108,107,240
1503318362256969,109,107,240
1503318362358728,110,107,240
1503318362480190,111,107,240
1503318362605945,112,107,240
1503318362728902,113,107,240
1503318362850438,114,107,240
1503318362986892,115,108,240
1503318363077842,116,108,240
1503318363208278,117,108,240
1503318363334543,118,107,240
1503318363457560,119,107,240
1503318363579737,120,107,240
1503318363690985,121,107,240
1503318363772012,122,107,240
1503318363870671,123,107,240
1503318364013579,124,107,240
1503318364164140,125,108,240
1503318364251188,126,108,240
1503318364383902,127,107,240
1503318364464141,128,107,240
1503318364593134,129,107,240
1503318364725138,130,107,240
1503318364854611,131,107,240
1503318364980958,132,107,240
1503318365127931,133,107,240
1503318365233380,134,107,240
1503318365378036,135,107,240
1503318365506503,136,107,240
1503318365625737,137,107,240
1503318365750498,138,108,240
1503318365836837,139,108,240
1503318365958933,140,107,240
1503318366029480,141,107,240
1503318366150634,142,107,240
1503318366281120,143,107,240
1503318366405426,144,107,240
1503318366521964,145,108,240
1503318366599809,146,108,240
1503318366742774,147,107,240
1503318366852811,148,107,240
1503318366989368,149,108,240
1503318367073603,150,108,240
1503318367204249,151,108,240
1503318367290527,152,107,240
1503318367378566,153,107,240
1503318367526754,154,107,240
1503318367665650,155,108,240
1503318367748461,156,108,240
1503318367896077,157,107,240
1503318367950501,158,107,240
1503318368099323,159,107,240
1503318368240536,160,107,240
1503318368373435,161,107,240
1503318368510445,162,107,240
1503318368660497,163,107,240
1503318368793050,164,107,240
1503318368940629,165,107,240
1503318369079713,166,107,240
1503318369211372,167,107,240
1503318369337874,168,107,240
1503318369469759,169,107,240
1503318369573042,170,107,240
1503318369702681,171,107,240
1503318369836047,172,108,240
1503318369914729,173,107,240
1503318370039698,174,107,240
1503318370169395,175,107,240
1503318370294511,176,108,240
1503318370400954,177,108,240
1503318370526309,178,108,240
1503318370645263,179,107,240
1503318370694890,180,107,240
1503318370840303,181,107,240
1503318370947578,182,107,240
1503318371078132,183,107,240
1503318371234336,184,107,240
1503318371379444,185,107,240
1503318371506353,186,108,240
1503318371591752,187,108,240
1503318371720125,188,107,240
1503318371793508,189,107,240
1503318371925103,190,107,240
1503318372056550,191,107,240
1503318372179500,192,107,240
1503318372310773,193,108,240
1503318372380094,194,108,240
1503318372532960,195,107,240
1503318372628139,196,107,240
1503318372765762,197,107,240
1503318372901764,198,107,240
1503318373029590,199,107,240
1503318373156130,200,107,240
