1499653208128267,1,,240
1499653208220599,2,,240
1499653208324336,3,,240
1499653208428043,4,,288
1499653208505932,5,,288
1499653208609004,6,,288
1499653208716106,7,,336
1499653208776536,8,,336
1499653208883106,9,,336
1499653208993680,10,,336
1499653209103441,11,,384
1499653209163191,12,,384
1499653209266949,13,,384
1499653209358093,14,,384
1499653209462047,15,,384
1499653209569908,16,,384
1499653209674042,17,,384
1499653209778392,18,,384
1499653209886141,19,,384
1499653209994569,20,,384
1499653210106110,21,,384
1499653210210373,22,,384
1499653210314168,23,108,384
1499653210382863,24,108,384
1499653210491772,25,108,384
1499653210561129,26,108,384
1499653210665670,27,108,384
1499653210770377,28,108,384
1499653210830724,29,108,384
1499653210939180,30,108,384
1499653211000474,31,108,384
1499653211157521,32,108,384
1499653211219327,33,108,384
1499653211282087,34,108,384
1499653211389278,35,108,384
1499653211443205,36,108,384
1499653211533122,37,108,384
1499653211626184,38,108,384
1499653211717627,39,108,384
1499653211819652,40,108,384
1499653211873989,41,108,384
1499653211975867,42,108,384
1499653212030707,43,108,384
1499653212137445,44,108,384
1499653212242706,45,108,384
1499653212348661,46,108,384
1499653212453826,47,108,384
1499653212555786,48,108,384
1499653212658272,49,108,384
1499653212747099,50,108,384
1499653212853460,51,108,384
1499653212955395,52,108,384
1499653213057473,53,108,384
1499653213117834,54,108,384
1499653213219740,55,108,384
1499653213322320,56,108,384
1499653213426126,57,108,384
1499653213534580,58,108,384
1499653213643740,59,108,384
1499653213755201,60,108,384
1499653213859041,61,108,384
1499653213949178,62,108,384
1499653214010483,63,108,384
1499653214113936,64,108,384
1499653214218213,65,108,384
1499653214321757,66,108,384
1499653214424989,67,108,384
1499653214533072,68,108,384
1499653214592074,69,108,384
1499653214697636,70,108,384
1499653214803138,71,108,384
1499653214904424,72,108,384
1499653215007528,73,108,384
1499653215097415,74,108,384
1499653215203526,75,108,384
1499653215307431,76,108,384
1499653215410912,77,108,384
1499653215514013,78,108,384
1499653215617234,79,107,384
1499653215672768,80,107,384
1499653215773523,81,107,384
1499653215873415,82,107,384
1499653215973796,83,107,384
1499653216098123,84,108,384
1499653216175705,85,108,384
1499653216266067,86,108,384
1499653216366260,87,108,384
1499653216466388,88,108,384
1499653216535568,89,108,384
1499653216640123,90,107,384
1499653216730153,91,107,384
1499653216834867,92,107,384
1499653216940328,93,107,384
1499653217048987,94,107,384
1499653217154044,95,107,384
1499653217255854,96,107,384
1499653217361344,97,107,384
1499653217452694,98,107,384
1499653217555231,99,107,384
1499653217657107,100,107,384
1499653217759290,101,107,384
1499653217865107,102,108,384
1499653217922138,103,108,384
1499653218021544,104,108,384
1499653218121201,105,108,384
1499653218220856,106,107,384
1499653218299958,107,107,384
1499653218401191,108,107,384
1499653218502421,109,107,384
1499653218590521,110,107,384
1499653218699179,111,107,384
1499653218813439,112,107,384
1499653218917270,113,107,384
1499653219022604,114,107,384
1499653219124756,115,107,384
1499653219234573,116,107,384
1499653219344475,117,107,384
