ts_micro,frame,btn,speed
1500267529744699,1,,336.0
1500267529893694,2,,336.0
1500267530014209,3,,336.0
1500267530146767,4,,336.0
1500267530286617,5,,336.0
1500267530426928,6,,336.0
1500267530570835,7,,336.0
1500267530707969,8,,336.0
1500267530846957,9,,336.0
1500267530992570,10,108,336.0
1500267531119987,11,108,336.0
1500267531256417,12,108,336.0
1500267531392852,13,108,336.0
1500267531520404,14,108,336.0
1500267531609493,15,108,336.0
1500267531745143,16,108,336.0
1500267531888424,17,108,336.0
1500267532031383,18,108,336.0
1500267532131658,19,108,336.0
1500267532228898,20,108,336.0
1500267532354111,21,108,336.0
1500267532493213,22,108,336.0
1500267532586438,23,108,336.0
1500267532729941,24,108,336.0
1500267532824909,25,108,336.0
1500267532950451,26,108,336.0
1500267533043024,27,108,336.0
1500267533134837,28,108,336.0
1500267533264403,29,108,336.0
1500267533402973,30,108,336.0
1500267533493517,31,108,336.0
1500267533588770,32,108,336.0
1500267533708130,33,108,336.0
1500267533847597,34,108,336.0
1500267533935623,35,108,336.0
1500267534028068,36,108,336.0
1500267534154797,37,108,336.0
1500267534279880,38,108,336.0
1500267534371495,39,108,336.0
1500267534463786,40,108,336.0
1500267534599902,41,108,336.0
1500267534744537,42,108,336.0
1500267534838733,43,108,336.0
1500267534931851,44,108,336.0
1500267535061745,45,108,336.0
1500267535201390,46,108,336.0
1500267535295051,47,108,336.0
1500267535389758,48,108,336.0
1500267535496874,49,108,336.0
1500267535627545,50,108,336.0
1500267535721114,51,108,336.0
1500267535860944,52,108,336.0
1500267536000996,53,108,336.0
1500267536144034,54,108,336.0
1500267536249412,55,108,336.0
1500267536392910,56,108,336.0
1500267536492005,57,108,336.0
1500267536630949,58,108,336.0
