ts_micro,frame,btn,speed
1500180417718911,1,107,336.0
1500180417804391,2,107,336.0
1500180417941142,3,107,336.0
1500180418082005,4,107,336.0
1500180418223677,5,107,336.0
1500180418364525,6,107,336.0
1500180418500294,7,107,336.0
1500180418643668,8,107,336.0
1500180418787558,9,107,336.0
1500180418931568,10,107,336.0
1500180419072560,11,107,336.0
1500180419217538,12,106,336.0
1500180419310995,13,106,336.0
1500180419431528,14,106,336.0
1500180419562810,15,106,336.0
1500180419700425,16,106,336.0
1500180419843341,17,106,336.0
1500180419980033,18,106,336.0
1500180420127506,19,106,336.0
1500180420264788,20,106,336.0
1500180420412336,21,106,336.0
1500180420507031,22,106,336.0
1500180420604278,23,106,336.0
1500180420702916,24,106,336.0
1500180420845134,25,106,336.0
1500180420967914,26,106,336.0
1500180421112660,27,106,336.0
1500180421257426,28,106,336.0
1500180421395757,29,106,336.0
1500180421525689,30,106,336.0
1500180421673023,31,106,336.0
1500180421774413,32,106,336.0
1500180421918162,33,106,336.0
1500180422055091,34,106,336.0
1500180422192032,35,106,336.0
1500180422334302,36,106,336.0
1500180422477801,37,106,336.0
1500180422603636,38,106,336.0
1500180422742724,39,106,336.0
1500180422884439,40,106,336.0
1500180423025301,41,106,336.0
1500180423168560,42,106,336.0
1500180423313515,43,106,336.0
1500180423455449,44,106,336.0
1500180423598380,45,106,336.0
1500180423740712,46,108,336.0
1500180423834536,47,108,336.0
1500180423977669,48,108,336.0
1500180424121193,49,108,336.0
1500180424259996,50,108,336.0
1500180424372347,51,108,336.0
1500180424516571,52,108,336.0
1500180424662494,53,108,336.0
1500180424841393,54,108,336.0
1500180424980083,55,108,336.0
1500180425119857,56,108,336.0
1500180425261170,57,108,336.0
1500180425406311,58,108,336.0
1500180425549034,59,108,336.0
1500180425689658,60,108,336.0
1500180425832772,61,108,336.0
1500180425961773,62,108,336.0
1500180426106582,63,108,336.0
1500180426202050,64,108,336.0
1500180426342923,65,108,336.0
1500180426482711,66,108,336.0
1500180426625158,67,108,336.0
1500180426712151,68,108,336.0
1500180426846841,69,108,336.0
1500180426989464,70,108,336.0
1500180427079859,71,108,336.0
1500180427179803,72,108,336.0
1500180427316836,73,108,336.0
1500180427393231,74,108,336.0
1500180427532567,75,108,336.0
1500180427675982,76,108,336.0
1500180427764687,77,108,336.0
1500180427882424,78,108,336.0
1500180428027502,79,108,336.0
1500180428115541,80,108,336.0
1500180428236245,81,108,336.0
1500180428376143,82,108,336.0
1500180428470951,83,108,336.0
1500180428613227,84,108,336.0
1500180428750508,85,108,336.0
1500180428873989,86,107,336.0
1500180428971336,87,107,336.0
1500180429113345,88,107,336.0
1500180429264054,89,107,336.0
1500180429358886,90,107,336.0
1500180429505721,91,107,336.0
1500180429602815,92,107,336.0
1500180429748381,93,106,336.0
1500180429872229,94,106,336.0
1500180430019319,95,107,336.0
1500180430132427,96,107,336.0
1500180430275042,97,107,336.0
1500180430404886,98,107,336.0
1500180430544542,99,107,336.0
1500180430685978,100,107,336.0
1500180430826783,101,107,336.0
1500180430967458,102,107,336.0
1500180431107398,103,107,336.0
1500180431199395,104,107,336.0
1500180431339221,105,107,336.0
1500180431482975,106,107,336.0
1500180431625409,107,107,336.0
1500180431769063,108,107,336.0
1500180431913718,109,107,336.0
1500180432041851,110,107,336.0
1500180432181099,111,107,336.0
1500180432323681,112,107,336.0
1500180432467282,113,108,336.0
1500180432557449,114,108,336.0
1500180432693804,115,108,336.0
1500180432844050,116,108,336.0
1500180432988639,117,108,336.0
1500180433140874,118,108,336.0
1500180433281639,119,108,336.0
1500180433426557,120,108,336.0
1500180433571252,121,108,336.0
1500180433661617,122,108,336.0
1500180433800721,123,108,336.0
1500180433943668,124,108,336.0
1500180434093830,125,108,336.0
1500180434236713,126,108,336.0
1500180434390966,127,108,336.0
1500180434536819,128,108,336.0
1500180434681534,129,108,336.0
1500180434851390,130,108,336.0
1500180434987570,131,108,336.0
1500180435131492,132,108,336.0
1500180435275106,133,108,336.0
1500180435404758,134,108,336.0
1500180435545693,135,108,336.0
1500180435684612,136,108,336.0
1500180435781351,137,108,336.0
1500180435932855,138,108,336.0
1500180436026204,139,108,336.0
1500180436166342,140,108,336.0
1500180436319335,141,108,336.0
1500180436418174,142,108,336.0
1500180436514853,143,108,336.0
1500180436622395,144,108,336.0
1500180436781938,145,108,336.0
1500180436877636,146,108,336.0
1500180437006416,147,108,336.0
1500180437144666,148,108,336.0
1500180437283659,149,108,336.0
1500180437432320,150,108,336.0
1500180437526992,151,108,336.0
1500180437621963,152,108,336.0
1500180437727689,153,108,336.0
1500180437868768,154,108,336.0
1500180437960388,155,108,336.0
1500180438058455,156,108,336.0
1500180438188813,157,108,336.0
1500180438311152,158,108,336.0
1500180438466899,159,108,336.0
1500180438562187,160,108,336.0
1500180438660606,161,108,336.0
1500180438792150,162,108,336.0
1500180438936025,163,108,336.0
1500180439031824,164,108,336.0
1500180439124601,165,108,336.0
1500180439272721,166,108,336.0
1500180439418126,167,108,336.0
1500180439511998,168,108,336.0
1500180439603333,169,108,336.0
1500180439726189,170,108,336.0
1500180439865921,171,108,336.0
1500180439961507,172,108,336.0
1500180440082043,173,108,336.0
1500180440226877,174,108,336.0
1500180440320931,175,108,336.0
1500180440417382,176,108,336.0
1500180440563404,177,108,336.0
1500180440657189,178,108,336.0
1500180440801703,179,108,336.0
1500180440897551,180,108,336.0
1500180441041612,181,108,336.0
1500180441132356,182,108,336.0
1500180441280069,183,108,336.0
1500180441431113,184,107,336.0
1500180441533113,185,107,336.0
1500180441677606,186,107,336.0
1500180441820006,187,107,336.0
1500180441965318,188,107,336.0
1500180442109697,189,107,336.0
1500180442251034,190,107,336.0
