ts_micro,frame,btn,speed
1503544077091,1,107,240
1503544077205,2,107,240
1503544077240,3,107,240
1503544077275,4,107,240
1503544077309,5,107,240
1503544077343,6,107,240
1503544077391,7,107,240
1503544077441,8,107,240
1503544077491,9,107,240
1503544077541,10,107,240
1503544077591,11,107,240
1503544077641,12,107,240
1503544077691,13,107,240
1503544077741,14,107,240
1503544077791,15,107,240
1503544077841,16,107,240
1503544077891,17,107,240
1503544077941,18,107,240
1503544077991,19,107,240
1503544078041,20,108,240
1503544078091,21,108,240
1503544078141,22,108,240
1503544078191,23,108,240
1503544078241,24,108,240
1503544078291,25,108,240
1503544078341,26,108,240
1503544078391,27,108,240
1503544078441,28,107,240
1503544078491,29,107,240
1503544078541,30,107,240
1503544078591,31,107,240
1503544078641,32,107,240
1503544078691,33,107,240
1503544078741,34,107,240
1503544078791,35,107,240
1503544078841,36,107,240
1503544078891,37,107,240
1503544078941,38,107,240
1503544078991,39,107,240
1503544079041,40,107,240
1503544079091,41,107,240
1503544079141,42,107,240
1503544079191,43,107,240
1503544079241,44,107,240
1503544079291,45,107,240
1503544079341,46,107,240
1503544079391,47,107,240
1503544079441,48,107,240
1503544079491,49,107,240
1503544079541,50,107,240
1503544079591,51,107,240
1503544079641,52,107,240
1503544079691,53,108,240
1503544079741,54,108,240
1503544079791,55,108,240
1503544079841,56,108,240
1503544079891,57,108,240
1503544079941,58,108,240
1503544079991,59,108,240
1503544080041,60,108,240
1503544080091,61,108,240
1503544080141,62,108,240
1503544080191,63,108,240
1503544080241,64,108,240
1503544080291,65,108,240
1503544080341,66,107,240
1503544080391,67,107,240
1503544080441,68,107,240
1503544080491,69,107,240
1503544080541,70,107,240
1503544080591,71,107,240
1503544080641,72,107,240
1503544080691,73,107,240
1503544080741,74,107,240
1503544080791,75,107,240
1503544080841,76,107,240
1503544080891,77,107,240
1503544080941,78,107,240
1503544080991,79,107,240
1503544081041,80,107,240
1503544081091,81,107,240
1503544081141,82,107,240
1503544081191,83,107,240
1503544081241,84,107,240
1503544081291,85,107,240
1503544081341,86,107,240
1503544081391,87,107,240
1503544081441,88,107,240
1503544081491,89,107,240
1503544081541,90,107,240
1503544081591,91,107,240
1503544081641,92,107,240
1503544081691,93,107,240
1503544081741,94,107,240
1503544081791,95,107,240
1503544081841,96,107,240
1503544081891,97,107,240
1503544081941,98,107,240
1503544081991,99,107,240
1503544082041,100,107,240
1503544082091,101,107,240
1503544082141,102,107,240
1503544082191,103,107,240
1503544082241,104,107,240
1503544082291,105,107,240
1503544082341,106,107,240
1503544082391,107,107,240
1503544082441,108,107,240
1503544082491,109,108,240
1503544082541,110,108,240
1503544082591,111,108,240
1503544082641,112,108,240
1503544082691,113,108,240
1503544082741,114,108,240
1503544082791,115,108,240
1503544082841,116,108,240
1503544082891,117,108,240
1503544082941,118,108,240
1503544082991,119,108,240
1503544083041,120,108,240
1503544083091,121,107,240
1503544083141,122,107,240
1503544083191,123,107,240
1503544083241,124,107,240
1503544083291,125,107,240
1503544083341,126,107,240
1503544083391,127,107,240
1503544083441,128,107,240
1503544083491,129,107,240
1503544083541,130,107,240
1503544083591,131,107,240
1503544083641,132,107,240
1503544083691,133,107,240
1503544083741,134,107,240
1503544083791,135,107,240
1503544083841,136,107,240
1503544083891,137,107,240
1503544083941,138,107,240
1503544083991,139,107,240
1503544084041,140,107,240
1503544084091,141,107,240
1503544084141,142,107,240
1503544084191,143,107,240
1503544084241,144,107,240
1503544084291,145,107,240
1503544084341,146,107,240
1503544084391,147,108,240
1503544084441,148,108,240
1503544084491,149,108,240
1503544084541,150,108,240
1503544084591,151,108,240
1503544084641,152,108,240
1503544084691,153,108,240
1503544084741,154,108,240
1503544084791,155,108,240
1503544084841,156,108,240
1503544084891,157,107,240
1503544084941,158,107,240
1503544084991,159,107,240
1503544085041,160,107,240
1503544085091,161,107,240
1503544085141,162,107,240
1503544085191,163,107,240
1503544085241,164,107,240
1503544085291,165,107,240
1503544085341,166,107,240
1503544085391,167,107,240
1503544085441,168,107,240
1503544085491,169,107,240
1503544085541,170,107,240
1503544085591,171,107,240
1503544085641,172,107,240
1503544085691,173,107,240
1503544085741,174,107,240
1503544085791,175,107,240
1503544085841,176,106,240
1503544085891,177,106,240
1503544085941,178,107,240
1503544085991,179,107,240
1503544086041,180,107,240
1503544086091,181,107,240
1503544086141,182,107,240
1503544086191,183,107,240
1503544086241,184,107,240
1503544086291,185,107,240
1503544086341,186,107,240
1503544086391,187,107,240
1503544086441,188,107,240
1503544086491,189,107,240
1503544086541,190,107,240
1503544086591,191,107,240
1503544086641,192,107,240
1503544086691,193,107,240
1503544086741,194,107,240
1503544086791,195,107,240
1503544086841,196,107,240
1503544086891,197,108,240
1503544086941,198,108,240
1503544086991,199,108,240
1503544087041,200,108,240
1503544087091,201,108,240
1503544087141,202,108,240
1503544087213,203,107,240
1503544087288,204,107,240
1503544087373,205,107,240
1503544087428,206,107,240
1503544087508,207,107,240
1503544087589,208,107,240
1503544087672,209,107,240
1503544087754,210,107,240
1503544087836,211,107,240
1503544087911,212,107,240
1503544087984,213,107,240
1503544088055,214,108,240
1503544088134,215,108,240
1503544088210,216,108,240
1503544088287,217,108,240
1503544088344,218,108,240
1503544088417,219,107,240
1503544088490,220,107,240
1503544088569,221,107,240
1503544088653,222,107,240
1503544088733,223,107,240
1503544088810,224,107,240
1503544088889,225,107,240
1503544088968,226,107,240
1503544089051,227,107,240
1503544089123,228,107,240
1503544089195,229,107,240
1503544089251,230,107,240
1503544089320,231,107,240
1503544089395,232,107,240
1503544089466,233,108,240
1503544089537,234,108,240
1503544089609,235,108,240
1503544089675,236,108,240
1503544089746,237,107,240
1503544089819,238,107,240
1503544089889,239,107,240
1503544089963,240,107,240
1503544090044,241,107,240
1503544090100,242,107,240
1503544090180,243,107,240
1503544090262,244,107,240
1503544090341,245,107,240
1503544090414,246,107,240
1503544090476,247,107,240
1503544090517,248,107,240
1503544090556,249,107,240
1503544090597,250,107,240
1503544090640,251,107,240
1503544090690,252,107,240
1503544090740,253,107,240
1503544090790,254,107,240
1503544090840,255,107,240
1503544090890,256,107,240
1503544090940,257,107,240
1503544090990,258,107,240
1503544091040,259,107,240
1503544091090,260,107,240
1503544091140,261,107,240
1503544091190,262,107,240
1503544091240,263,107,240
1503544091290,264,108,240
1503544091340,265,108,240
1503544091390,266,108,240
1503544091440,267,108,240
1503544091490,268,108,240
1503544091540,269,108,240
1503544091590,270,108,240
1503544091640,271,108,240
1503544091690,272,108,240
1503544091740,273,108,240
1503544091790,274,108,240
1503544091840,275,107,240
1503544091890,276,107,240
1503544091940,277,107,240
1503544091990,278,107,240
1503544092040,279,107,240
1503544092090,280,107,240
1503544092140,281,107,240
1503544092190,282,107,240
1503544092240,283,107,240
1503544092290,284,107,240
1503544092340,285,107,240
1503544092390,286,107,240
1503544092440,287,107,240
1503544092490,288,107,240
1503544092540,289,107,240
1503544092590,290,107,240
1503544092640,291,107,240
1503544092690,292,107,240
1503544092740,293,107,240
1503544092790,294,107,240
1503544092840,295,107,240
1503544092890,296,107,240
1503544092940,297,107,240
1503544092990,298,108,240
1503544093040,299,108,240
1503544093090,300,108,240
1503544093140,301,108,240
1503544093190,302,108,240
1503544093240,303,108,240
1503544093290,304,108,240
1503544093340,305,107,240
1503544093390,306,107,240
1503544093440,307,107,240
1503544093490,308,107,240
1503544093540,309,107,240
1503544093590,310,107,240
1503544093640,311,107,240
1503544093690,312,107,240
1503544093740,313,107,240
1503544093790,314,107,240
1503544093840,315,107,240
1503544093890,316,107,240
1503544093940,317,107,240
1503544093990,318,107,240
1503544094040,319,107,240
