ts_micro,frame,wheel
1503317610144605,1,0.0
1503317610279363,2,0.0
1503317610369243,3,0.0
1503317610454630,4,0.0
1503317610492527,5,0.0
1503317610580350,6,0.0
1503317610668076,7,0.0
1503317610751185,8,0.0
1503317610834290,9,0.0
1503317610919971,10,0.0
1503317611003063,11,0.0
1503317611087335,12,0.0
1503317611177026,13,-0.523598775598
1503317611261181,14,-0.523598775598
1503317611346842,15,-0.523598775598
1503317611437081,16,0.0
1503317611476947,17,0.0
1503317611569666,18,0.0
1503317611658691,19,0.0
1503317611746452,20,0.523598775598
1503317611793041,21,0.523598775598
1503317611891857,22,0.523598775598
1503317611989723,23,0.0
1503317612037026,24,0.0
1503317612133669,25,-0.523598775598
1503317612165021,26,-0.523598775598
1503317612253398,27,-0.523598775598
1503317612349911,28,0.0
1503317612437959,29,0.0
1503317612539761,30,0.0
1503317612640313,31,0.0
1503317612731959,32,0.0
1503317612829263,33,0.0
1503317612928611,34,0.0
1503317613027476,35,0.0
1503317613126968,36,0.0
1503317613223291,37,0.0
1503317613305192,38,0.0
1503317613395245,39,0.0
1503317613488569,40,0.0
1503317613616251,41,0.0
1503317613704638,42,0.0
1503317613793841,43,0.0
1503317613887956,44,0.0
1503317613979894,45,0.0
1503317614073330,46,-0.523598775598
1503317614152835,47,-0.523598775598
1503317614242467,48,0.0
1503317614310932,49,0.0
1503317614389995,50,0.0
1503317614483127,51,0.0
1503317614576172,52,-0.523598775598
1503317614629730,53,-0.523598775598
1503317614730914,54,-0.523598775598
1503317614827618,55,0.0
1503317614907440,56,0.0
1503317615001553,57,0.0
1503317615092934,58,0.0
1503317615185884,59,-0.523598775598
1503317615234649,60,-0.523598775598
1503317615341781,61,0.0
1503317615403031,62,0.0
1503317615504737,63,0.0
1503317615604757,64,0.0
1503317615698824,65,-0.523598775598
1503317615735668,66,-0.523598775598
1503317615835220,67,-0.523598775598
1503317615929283,68,0.0
1503317615977721,69,0.0
1503317616072315,70,0.0
1503317616158130,71,0.0
1503317616243493,72,-0.523598775598
1503317616329112,73,-0.523598775598
1503317616409963,74,-0.523598775598
1503317616510034,75,0.0
1503317616552055,76,0.0
1503317616640354,77,0.0
1503317616734439,78,0.0
1503317616825730,79,0.0
1503317616922224,80,0.0
1503317617014396,81,0.0
1503317617102445,82,0.0
1503317617196790,83,0.0
1503317617290318,84,0.0
1503317617382553,85,0.0
1503317617464880,86,0.0
1503317617552158,87,0.0
1503317617638290,88,0.0
1503317617727650,89,-0.523598775598
1503317617790123,90,-0.523598775598
1503317617880289,91,0.0
1503317617953600,92,0.0
1503317618040436,93,0.0
1503317618132965,94,0.0
1503317618226891,95,-0.523598775598
1503317618280600,96,-0.523598775598
1503317618375750,97,0.0
1503317618448323,98,0.0
1503317618551720,99,0.0
1503317618661106,100,0.0
1503317618752780,101,0.0
1503317618838942,102,-0.523598775598
1503317618882085,103,-0.523598775598
1503317618977231,104,0.0
1503317619054565,105,0.0
1503317619154592,106,0.0
1503317619253122,107,0.0
1503317619344595,108,0.0
1503317619436365,109,0.0
1503317619519948,110,0.0
1503317619615260,111,0.0
1503317619711539,112,-0.523598775598
1503317619803981,113,-0.523598775598
1503317619896441,114,0.0
1503317619971720,115,0.0
1503317620062013,116,0.0
1503317620154070,117,0.0
1503317620245681,118,-0.523598775598
1503317620290777,119,-0.523598775598
1503317620390602,120,0.0
1503317620454418,121,0.0
1503317620533796,122,0.0
1503317620631627,123,0.0
1503317620727111,124,0.0
1503317620818660,125,-0.523598775598
1503317620868362,126,-0.523598775598
1503317620963963,127,0.0
1503317621020759,128,0.0
1503317621114471,129,0.0
1503317621205314,130,0.0
1503317621295686,131,0.0
1503317621391135,132,0.0
1503317621491153,133,0.0
