frame,machine angle,expert angle,chosen angle,angle
0,0.125,0,0.125,0.125
1,0.0,0,0.0,0.125
2,0.0,0,0.0,0.125
3,0.0,0,0.0,0.125
4,0.0,0,0.0,0.125
5,0.0,0,0.0,0.125
6,0.125,0,0.125,0.25
7,0.0,0,0.0,0.25
8,0.0,0,0.0,0.25
9,-0.125,0,-0.125,0.125
10,0.0,0,0.0,0.125
11,0.0,0,0.0,0.125
12,0.0,0,0.0,0.125
13,0.0,0,0.0,0.125
14,0.0,0,0.0,0.125
15,0.125,0,0.125,0.25
16,0.0,0,0.0,0.25
17,0.125,0,0.125,0.375
18,0.0,-0.125,-0.125,0.25
19,0.0,0,0.0,0.25
20,0.0,0,0.0,0.25
21,0.0,0,0.0,0.25
22,-0.125,0,-0.125,0.125
23,-0.125,-0.125,-0.125,0.0
24,0.0,-0.125,0.0,0.0
25,-0.0,-0.125,-0.125,-0.125
26,0.125,-0.125,-0.125,-0.25
27,0.625,0,0.125,-0.125
28,0.25,0,0.125,0.0
29,0.0,0,0.0,0.0
30,-0.125,0,-0.125,-0.125
31,0.125,-0.125,-0.125,-0.25
32,0.375,0,0.125,-0.125
33,0.25,0,0.125,0.0
34,0.125,0,0.125,0.125
35,0.0,0,0.0,0.125
36,0.0,-0.125,0.0,0.125
37,0.0,0,0.0,0.125
38,0.0,0,0.0,0.125
39,-0.125,0,-0.125,0.0
40,0.0,0,0.0,0.0
41,0.125,0,0.125,0.125
42,0.0,-0.125,-0.125,0.0
43,0.375,-0.125,-0.125,-0.125
44,0.25,-0.125,-0.125,-0.25
45,0.375,-0.125,-0.125,-0.375
46,0.75,-0.125,-0.125,-0.5
47,0.875,-0.125,-0.125,-0.625
48,0.875,-0.125,-0.125,-0.75
49,1.125,-0.125,-0.125,-0.875
50,1.25,0,0.125,-0.75
51,1.125,0,0.125,-0.625
52,0.75,0.125,0.125,-0.5
53,0.625,0,0.125,-0.375
54,0.5,0.125,0.125,-0.25
55,0.375,0,0.125,-0.125
56,0.25,0.125,0.125,0.0
57,0.25,0,0.125,0.125
58,0.0,0.125,0.125,0.25
59,0.125,0.125,0.125,0.375
60,0.125,0,0.125,0.5
61,0.0,0,0.0,0.5
62,0.125,0,0.125,0.625
63,0.25,0,0.125,0.75
64,0.0,0,0.0,0.75
65,-0.25,0,-0.125,0.625
66,-0.25,0,-0.125,0.5
67,-0.25,0,-0.125,0.375
68,0.125,0,0.125,0.5
69,0.0,0,0.0,0.5
70,-0.125,0,-0.125,0.375
71,0.0,0.125,0.125,0.5
72,-0.125,0,-0.125,0.375
73,0.25,0.125,0.125,0.5
74,0.0,0,0.0,0.5
75,0.125,0,0.125,0.625
76,0.0,0.125,0.125,0.75
77,-0.125,0.125,0.125,0.875
78,-0.25,0.125,0.125,1.0
79,-0.25,0,-0.125,0.875
80,-0.25,-0.125,-0.125,0.75
81,-0.125,-0.125,-0.125,0.625
82,0.125,0,0.125,0.75
83,-0.125,0,-0.125,0.625
84,0.0,0,0.0,0.625
85,-0.125,0,-0.125,0.5
86,0.0,-0.125,-0.125,0.375
87,0.125,0,0.125,0.5
88,-0.125,0,-0.125,0.375
89,0.125,-0.125,0.125,0.5
90,-0.125,0,-0.125,0.375
91,0.0,0,0.0,0.375
92,-0.25,-0.125,-0.125,0.25
93,0.0,-0.125,-0.125,0.125
94,0.25,-0.125,-0.125,0.0
95,0.25,-0.125,-0.125,-0.125
96,0.375,0.125,0.125,0.0
97,0.125,0,0.125,0.125
