frame,machine angle,expert angle,chosen angle,angle
0,0.125,0,0.125,0.125
1,0.0,0,0.0,0.125
2,0.0,0,0.0,0.125
3,0.0,0,0.0,0.125
4,0.0,0,0.0,0.125
5,0.0,0,0.0,0.125
6,-0.125,0,-0.125,0.0
7,0.125,0,0.125,0.125
8,0.125,0,0.125,0.25
9,0.0,0,0.0,0.25
10,0.0,0,0.0,0.25
11,0.0,0,0.0,0.25
12,0.0,0,0.0,0.25
13,0.125,0,0.125,0.375
14,0.0,0,0.0,0.375
15,0.0,0,0.0,0.375
16,0.0,0,0.0,0.375
17,0.0,0,0.0,0.375
18,0.0,0,0.0,0.375
19,0.0,0,0.0,0.375
20,0.0,0,0.0,0.375
21,0.0,0,0.0,0.375
22,0.0,0,0.0,0.375
23,-0.125,-0.125,-0.125,0.25
24,0.0,0,0.0,0.25
25,0.0,0,0.0,0.25
26,-0.125,-0.125,-0.125,0.125
27,-0.125,-0.125,-0.125,0.0
28,0.0,-0.125,0.0,0.0
29,0.125,0,0.125,0.125
30,0.0,-0.125,-0.125,0.0
31,0.0,-0.125,0.0,0.0
32,0.0,0,0.0,0.0
33,0.0,0,0.0,0.0
34,0.0,-0.125,-0.125,-0.125
35,0.125,0,0.125,0.0
36,0.125,0,0.125,0.125
37,-0.125,0,-0.125,0.0
38,0.125,-0.125,0.125,0.125
39,-0.125,-0.125,-0.125,0.0
40,0.0,-0.125,-0.125,-0.125
41,0.125,-0.125,-0.125,-0.25
42,0.25,-0.125,-0.125,-0.375
43,0.5,-0.125,0.125,-0.25
44,0.375,0,0.125,-0.125
45,0.125,0,0.125,0.0
46,0.0,-0.125,-0.125,-0.125
47,0.25,-0.125,-0.125,-0.25
48,0.375,-0.125,-0.125,-0.375
49,0.5,-0.125,-0.125,-0.5
50,0.75,-0.125,0.125,-0.375
51,0.5,-0.125,-0.125,-0.5
52,0.625,-0.125,-0.125,-0.625
53,0.625,-0.125,-0.125,-0.75
54,0.75,-0.125,-0.125,-0.875
55,0.875,-0.125,0.125,-0.75
56,0.75,0,0.125,-0.625
57,0.5,0,0.125,-0.5
58,0.375,0,0.125,-0.375
59,0.25,0,0.125,-0.25
60,0.125,0,0.125,-0.125
61,0.0,-0.125,0.0,-0.125
62,-0.125,0,-0.125,-0.25
63,0.125,-0.125,0.125,-0.125
64,0.0,-0.125,-0.125,-0.25
65,0.25,-0.125,-0.125,-0.375
66,0.25,-0.125,0.125,-0.25
67,0.125,-0.125,-0.125,-0.375
68,0.25,-0.125,-0.125,-0.5
69,0.5,-0.125,-0.125,-0.625
70,0.625,-0.125,0.125,-0.5
71,0.5,0,0.125,-0.375
72,0.375,0.125,0.125,-0.25
73,0.125,0.125,0.125,-0.125
74,0.125,0,0.125,0.0
75,0.125,0,0.125,0.125
76,0.0,0,0.0,0.125
77,0.0,0,0.0,0.125
78,0.125,-0.125,-0.125,0.0
79,0.125,-0.125,-0.125,-0.125
80,0.25,-0.125,0.125,0.0
81,0.375,-0.125,0.125,0.125
82,0.25,0,0.125,0.25
83,0.0,0,0.0,0.25
84,0.125,0,0.125,0.375
85,0.0,0,0.0,0.375
86,0.0,0,0.0,0.375
87,0.125,0,0.125,0.5
88,0.0,-0.125,-0.125,0.375
89,0.25,-0.125,0.125,0.5
90,0.125,-0.125,-0.125,0.375
91,0.375,-0.125,-0.125,0.25
92,0.375,-0.125,0.125,0.375
93,0.25,-0.125,0.125,0.5
94,0.0,-0.125,0.0,0.5
95,0.0,0,0.0,0.5
96,0.0,-0.125,-0.125,0.375
97,0.125,0,0.125,0.5
98,0.0,0,0.0,0.5
99,0.0,0,0.0,0.5
100,0.0,0,0.0,0.5
101,-0.125,-0.125,-0.125,0.375
102,-0.25,-0.125,-0.125,0.25
103,0.0,-0.125,0.0,0.25
104,0.125,-0.125,0.125,0.375
105,-0.25,-0.125,-0.125,0.25
106,-0.125,-0.125,-0.125,0.125
107,0.125,-0.125,-0.125,0.0
108,0.375,-0.125,-0.125,-0.125
109,0.625,-0.125,-0.125,-0.25
110,0.625,-0.125,0.125,-0.125
111,0.5,-0.125,-0.125,-0.25
112,0.5,-0.125,-0.125,-0.375
113,0.5,-0.125,-0.125,-0.5
114,0.875,-0.125,0.125,-0.375
115,0.75,-0.125,-0.125,-0.5
116,0.875,-0.125,-0.125,-0.625
117,0.75,-0.125,-0.125,-0.75
118,0.875,-0.125,-0.125,-0.875
119,1.0,-0.125,0.125,-0.75
120,0.875,-0.125,0.125,-0.625
121,0.875,-0.125,-0.125,-0.75
122,1.125,0,0.125,-0.625
123,0.5,0,0.125,-0.5
124,0.5,0.125,0.125,-0.375
125,0.375,0,0.125,-0.25
126,0.25,0.125,0.125,-0.125
127,0.25,0.125,0.125,0.0
128,0.25,0.125,0.125,0.125
129,0.0,0.125,0.0,0.125
130,0.125,0.125,0.125,0.25
131,0.0,0.125,0.0,0.25
132,0.125,0,0.125,0.375
133,0.0,0.125,0.0,0.375
134,0.0,0,0.0,0.375
135,0.0,0,0.0,0.375
136,0.0,0.125,0.0,0.375
137,0.125,0,0.125,0.5
138,0.0,0.125,0.125,0.625
139,0.0,0,0.0,0.625
140,0.0,0,0.0,0.625
141,-0.125,0,-0.125,0.5
142,0.0,-0.125,-0.125,0.375
143,0.125,0,0.125,0.5
144,0.0,-0.125,-0.125,0.375
145,0.0,0.125,0.0,0.375
146,0.0,0,0.0,0.375
147,0.0,0,0.0,0.375
