frame,machine angle,expert angle,chosen angle,angle
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,-0.125,0,-0.125,-0.125
10,0,0,0,-0.125
11,0,0,0,-0.125
12,0,0,0,-0.125
13,0,0,0,-0.125
14,0,0,0,-0.125
15,0,0,0,-0.125
16,0,0,0,-0.125
17,0.125,0,0.125,0.0
18,0,0,0,0.0
19,0,0,0,0.0
20,0,0,0,0.0
21,0,0,0,0.0
22,0,0,0,0.0
23,0,0,0,0.0
24,0,0,0,0.0
25,0,0,0,0.0
26,0,0,0,0.0
27,0.125,0,0.125,0.125
28,0,0,0,0.125
29,-0.125,0,-0.125,0.0
30,0,0,0,0.0
31,0.125,0,0.125,0.125
32,-0.125,0,-0.125,0.0
33,0,0,0,0.0
34,0,0,0,0.0
35,0,0,0,0.0
36,0,0,0,0.0
37,0,0,0,0.0
38,0,0,0,0.0
39,0,0,0,0.0
40,0,0,0,0.0
41,-0.125,0,-0.125,-0.125
42,0.125,0,0.125,0.0
43,0,0,0,0.0
44,0,0,0,0.0
45,0,0,0,0.0
46,0,0,0,0.0
47,0,0,0,0.0
48,-0.125,0,-0.125,-0.125
49,0.125,0,0.125,0.0
50,0,0,0,0.0
51,0,0,0,0.0
52,0,0,0,0.0
53,-0.125,0,-0.125,-0.125
54,0,0,0,-0.125
55,0,0,0,-0.125
56,0,0,0,-0.125
57,0,0,0,-0.125
58,0,0,0,-0.125
59,0,0,0,-0.125
60,0,0,0,-0.125
61,0,0,0,-0.125
62,0,0,0,-0.125
63,0,0,0,-0.125
64,0,0,0,-0.125
65,0,0,0,-0.125
66,0,0,0,-0.125
67,0,0,0,-0.125
68,0,0,0,-0.125
69,0,0,0,-0.125
70,0,0,0,-0.125
71,0,0,0,-0.125
72,0,0,0,-0.125
73,0,0,0,-0.125
74,0,0,0,-0.125
75,0,0,0,-0.125
76,0,0,0,-0.125
77,0,0,0,-0.125
78,0,0,0,-0.125
79,0,0,0,-0.125
80,0,0,0,-0.125
81,0,0,0,-0.125
82,0,0,0,-0.125
83,0,0,0,-0.125
84,0,0,0,-0.125
85,0,0,0,-0.125
86,0,0,0,-0.125
87,0,0,0,-0.125
88,0,0,0,-0.125
89,0,0,0,-0.125
90,0,0,0,-0.125
91,0,0,0,-0.125
92,0,0,0,-0.125
93,0,0,0,-0.125
94,0,0,0,-0.125
95,0,0,0,-0.125
96,-0.125,0,-0.125,-0.25
97,0,0,0,-0.25
98,0,0,0,-0.25
99,0,0,0,-0.25
100,0,0,0,-0.25
101,-0.125,0,-0.125,-0.375
102,0.125,0,0.125,-0.25
103,0,0,0,-0.25
104,0,0,0,-0.25
105,0,0,0,-0.25
106,0,0,0,-0.25
107,0,0,0,-0.25
108,0,0,0,-0.25
109,0,0,0,-0.25
110,0,0,0,-0.25
111,0.125,0,0.125,-0.125
112,0,0,0,-0.125
113,-0.125,0,-0.125,-0.25
114,0.125,0,0.125,-0.125
115,0.125,0,0.125,0.0
116,-0.125,0.125,0.125,0.125
117,-0.125,0,-0.125,0.0
118,0,0.125,0.125,0.125
119,-0.125,0.125,0.125,0.25
120,-0.125,0,-0.125,0.125
121,-0.125,0.125,0.125,0.25
122,-0.125,0,-0.125,0.125
123,-0.125,0.125,0.125,0.25
124,-0.125,0,-0.125,0.125
125,-0.125,0,-0.125,0.0
126,0,0.125,0.125,0.125
127,-0.125,0,-0.125,0.0
128,0,0.125,0.125,0.125
129,-0.125,0.125,0.125,0.25
130,-0.125,0,-0.125,0.125
131,-0.125,0.125,0.125,0.25
132,-0.125,0,-0.125,0.125
133,-0.125,0.125,0.125,0.25
134,-0.125,0.125,0.125,0.375
135,-0.125,0,-0.125,0.25
136,-0.125,0.125,0.125,0.375
137,-0.125,0.125,0.125,0.5
138,-0.125,0.125,0.125,0.625
139,-0.125,0.125,0.125,0.75
140,-0.125,0.125,0.125,0.875
141,-0.125,0,-0.125,0.75
142,-0.125,0,-0.125,0.625
143,-0.125,0,-0.125,0.5
144,-0.125,0,-0.125,0.375
145,-0.125,0,-0.125,0.25
146,-0.125,0,0,0.25
147,-0.125,0,-0.125,0.125
148,-0.125,0,-0.125,0.0
149,-0.125,0,-0.125,-0.125
150,0.125,0,0.125,0.0
151,0,0.125,0.125,0.125
152,-0.125,0.125,0.125,0.25
153,-0.125,0.125,0.125,0.375
154,-0.125,0.125,0.125,0.5
155,-0.125,0,-0.125,0.375
156,-0.125,0,-0.125,0.25
157,-0.125,0.125,0.125,0.375
158,-0.125,0.125,0.125,0.5
159,-0.125,0,-0.125,0.375
160,-0.125,0.125,0.125,0.5
161,-0.125,0,-0.125,0.375
162,-0.125,0.125,0.125,0.5
163,-0.125,0.125,0.125,0.625
164,-0.125,0,-0.125,0.5
165,-0.125,0.125,0.125,0.625
166,-0.125,0,-0.125,0.5
167,-0.125,0.125,0.125,0.625
168,-0.125,0.125,0.125,0.75
169,-0.125,0,-0.125,0.625
170,-0.125,0.125,0.125,0.75
171,-0.125,0.125,0.125,0.875
172,-0.125,0.125,0.125,1.0
173,-0.125,0,-0.125,0.875
174,-0.125,0,-0.125,0.75
175,-0.125,0,-0.125,0.625
176,-0.125,0,-0.125,0.5
177,-0.125,0.125,0.125,0.625
178,-0.125,0.125,0.125,0.75
179,-0.125,0,-0.125,0.625
180,-0.125,0,-0.125,0.5
181,-0.125,0,-0.125,0.375
182,-0.125,0.125,0.125,0.5
183,-0.125,0.125,0.125,0.625
184,-0.125,0.125,0.125,0.75
185,-0.125,0.125,0.125,0.875
186,-0.125,0.125,0.125,1.0
187,-0.125,0,-0.125,0.875
188,-0.125,0.125,0.125,1.0
189,-0.125,0.125,0.125,1
190,-0.125,0,-0.125,0.875
191,-0.125,0.125,0.125,1.0
192,-0.125,0,-0.125,0.875
193,-0.125,0.125,0.125,1.0
194,-0.125,0,-0.125,0.875
195,-0.125,0.125,0.125,1.0
196,-0.125,0,-0.125,0.875
197,-0.125,0.125,0.125,1.0
198,-0.125,0,-0.125,0.875
199,-0.125,0,-0.125,0.75
200,-0.125,0.125,0.125,0.875
201,-0.125,0,-0.125,0.75
202,-0.125,0.125,0.125,0.875
203,-0.125,0.125,0.125,1.0
204,-0.125,0.125,0.125,1
205,-0.125,0.125,0.125,1
206,-0.125,0.125,0.125,1
207,-0.125,0,-0.125,0.875
208,-0.125,0,-0.125,0.75
209,-0.125,0,-0.125,0.625
