image,angle
/home/heechul/PiCar2016/datasets/dataset4/png/Frame0.png,0
/home/heechul/PiCar2016/datasets/dataset4/png/Frame1.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame2.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame3.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame4.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame5.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame6.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame7.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame8.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame9.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame10.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame11.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame12.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame13.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame14.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame15.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame16.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame17.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame18.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame19.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame20.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame21.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame22.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame23.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame24.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame25.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame26.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame27.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame28.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame29.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame30.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame31.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame32.png,0.25
/home/heechul/PiCar2016/datasets/dataset4/png/Frame33.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame34.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame35.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame36.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame37.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame38.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame39.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame40.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame41.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame42.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame43.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame44.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame45.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame46.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame47.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame48.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame49.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame50.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame51.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame52.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame53.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame54.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame55.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame56.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame57.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame58.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame59.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame60.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame61.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame62.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame63.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame64.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame65.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame66.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame67.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame68.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame69.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame70.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame71.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame72.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame73.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame74.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame75.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame76.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame77.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame78.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame79.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame80.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame81.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame82.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame83.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame84.png,0.125
/home/heechul/PiCar2016/datasets/dataset4/png/Frame85.png,0.125
