frame,machine angle,expert angle,chosen angle,angle
0,0.125,0,0.125,0.125
1,0.0,0,0.0,0.125
2,0.0,0,0.0,0.125
3,0.0,0,0.0,0.125
4,0.0,0,0.0,0.125
5,0.0,0,0.0,0.125
6,0.0,0,0.0,0.125
7,0.0,0,0.0,0.125
8,0.0,0,0.0,0.125
9,0.0,0,0.0,0.125
10,0.0,0,0.0,0.125
11,0.0,0,0.0,0.125
12,0.0,0,0.0,0.125
13,0.0,0,0.0,0.125
14,0.0,0,0.0,0.125
15,0.0,0,0.0,0.125
16,0.0,0,0.0,0.125
17,0.0,0,0.0,0.125
18,0.0,0,0.0,0.125
19,0.0,0,0.0,0.125
20,0.0,0,0.0,0.125
21,0.0,0,0.0,0.125
22,0.0,0,0.0,0.125
23,0.0,0,0.0,0.125
24,0.0,0,0.0,0.125
25,0.0,0,0.0,0.125
26,0.0,0,0.0,0.125
27,0.0,0,0.0,0.125
28,0.0,0,0.0,0.125
29,0.0,0,0.0,0.125
30,0.0,0,0.0,0.125
31,0.0,0,0.0,0.125
32,0.0,0,0.0,0.125
33,0.0,0,0.0,0.125
34,0.0,0,0.0,0.125
35,0.0,0,0.0,0.125
36,0.0,0,0.0,0.125
37,0.0,0,0.0,0.125
38,0.0,0,0.0,0.125
39,0.0,0,0.0,0.125
40,0.0,0,0.0,0.125
41,0.0,0,0.0,0.125
42,0.0,0,0.0,0.125
43,0.0,0,0.0,0.125
44,0.0,0,0.0,0.125
45,0.0,0,0.0,0.125
46,0.0,0,0.0,0.125
47,0.0,0,0.0,0.125
48,0.0,0,0.0,0.125
49,0.0,0,0.0,0.125
50,0.0,0,0.0,0.125
51,0.0,0,0.0,0.125
52,0.0,0,0.0,0.125
53,0.0,0,0.0,0.125
54,0.0,0,0.0,0.125
55,0.0,0,0.0,0.125
56,0.0,0,0.0,0.125
57,0.0,0,0.0,0.125
58,0.0,0,0.0,0.125
59,0.0,0,0.0,0.125
60,0.0,0,0.0,0.125
61,0.0,0,0.0,0.125
62,0.0,0,0.0,0.125
63,0.0,0,0.0,0.125
64,0.0,0,0.0,0.125
65,0.0,0,0.0,0.125
66,0.125,0,0.125,0.25
67,0.0,0,0.0,0.25
68,0.0,0,0.0,0.25
69,0.0,0,0.0,0.25
70,0.0,0,0.0,0.25
71,-0.125,0,-0.125,0.125
72,0.125,-0.125,-0.125,0.0
73,0.25,-0.125,-0.125,-0.125
74,0.375,0,0.125,0.0
75,0.25,0.125,0.125,0.125
76,0.25,0.125,0.125,0.25
77,0.125,0.125,0.125,0.375
78,-0.125,0.125,0.125,0.5
79,-0.375,0,-0.125,0.375
80,-0.25,0,-0.125,0.25
81,-0.125,0,-0.125,0.125
82,0.125,0.125,0.125,0.25
83,0.125,0.125,0.125,0.375
84,0.0,0.125,0.0,0.375
85,-0.25,0,-0.125,0.25
86,0.0,0.125,0.125,0.375
87,-0.375,0.125,-0.125,0.25
88,-0.25,0,-0.125,0.125
89,-0.125,0,-0.125,0.0
90,0.0,0,0.0,0.0
91,0.0,0.125,0.125,0.125
92,-0.125,0.125,-0.125,0.0
93,-0.125,0.125,-0.125,-0.125
94,0.125,0.125,0.125,0.0
95,-0.125,0.125,-0.125,-0.125
96,0.125,0.125,0.125,0.0
97,-0.0,0.125,0.125,0.125
98,-0.125,0.125,-0.125,0.0
99,0.0,0.125,0.0,0.0
100,0.0,0.125,0.0,0.0
101,0.0,0,0.0,0.0
102,0.125,0.125,0.125,0.125
103,-0.125,0.125,-0.125,0.0
104,-0.0,0.125,0.125,0.125
105,-0.125,0.125,0.125,0.25
106,-0.25,0.125,0.125,0.375
107,-0.25,0.125,-0.125,0.25
108,-0.125,0.125,0.125,0.375
109,-0.375,0.125,0.125,0.5
110,-0.375,0.125,0.125,0.625
111,-0.5,0.125,0.125,0.75
112,-0.625,0.125,0.125,0.875
113,-0.75,0.125,-0.125,0.75
114,-0.75,0,-0.125,0.625
115,-0.625,0,-0.125,0.5
116,-0.5,0,-0.125,0.375
117,-0.375,0,-0.125,0.25
118,-0.25,0,-0.125,0.125
119,-0.125,0,-0.125,0.0
120,-0.0,0,-0.0,0.0
121,0.0,0,0.0,0.0
122,0.0,0,0.0,0.0
123,0.0,0,0.0,0.0
124,0.0,0,0.0,0.0
125,0.0,0,0.0,0.0
126,0.0,0,0.0,0.0
127,0.0,0,0.0,0.0
128,0.0,0,0.0,0.0
129,0.0,0,0.0,0.0
130,0.0,0,0.0,0.0
131,0.0,0,0.0,0.0
132,0.0,0,0.0,0.0
133,0.0,0,0.0,0.0
134,0.0,0,0.0,0.0
135,0.0,0,0.0,0.0
136,-0.0,0,-0.0,0.0
137,-0.0,0,-0.0,0.0
138,-0.0,0,-0.0,0.0
139,-0.0,0,-0.0,0.0
140,-0.0,0,-0.0,0.0
141,-0.0,0,-0.0,0.0
142,-0.0,0,-0.0,0.0
143,-0.0,0,-0.0,0.0
144,-0.0,0,-0.0,0.0
145,0.0,0.125,0.125,0.125
146,-0.125,0.125,0.125,0.25
147,-0.25,0.125,0.125,0.375
148,-0.375,0.125,-0.125,0.25
149,-0.25,0.125,0.125,0.375
150,-0.375,0,-0.125,0.25
151,-0.25,0.125,0.125,0.375
152,-0.375,0,-0.125,0.25
153,-0.125,0.125,0.125,0.375
154,-0.25,0.125,-0.125,0.25
155,0.0,0,0.0,0.25
156,0.0,0,0.0,0.25
157,0.125,0,0.125,0.375
158,0.0,0,0.0,0.375
159,0.0,0,0.0,0.375
160,0.0,0.125,0.0,0.375
161,0.0,0,0.0,0.375
162,-0.125,0.125,0.125,0.5
163,-0.25,0.125,0.125,0.625
164,-0.375,0.125,0.125,0.75
165,-0.375,0,-0.125,0.625
166,-0.125,-0.125,-0.125,0.5
167,0.0,-0.125,-0.125,0.375
168,0.25,0,0.125,0.5
169,-0.125,0.125,0.125,0.625
170,-0.25,0.125,0.125,0.75
171,-0.375,0.125,-0.125,0.625
172,-0.5,0.125,0.125,0.75
173,-0.375,0,-0.125,0.625
174,-0.125,0.125,0.125,0.75
175,-0.125,0,-0.125,0.625
176,0.0,0,0.0,0.625
177,-0.25,0,-0.125,0.5
178,0.0,-0.125,-0.125,0.375
179,0.0,-0.125,-0.125,0.25
180,0.0,0,0.0,0.25
181,-0.125,0,-0.125,0.125
182,0.25,0.125,0.125,0.25
183,0.125,0.125,0.125,0.375
184,-0.125,0.125,0.125,0.5
185,-0.25,0.125,0.125,0.625
186,-0.625,0.125,-0.125,0.5
187,-0.375,0.125,0.125,0.625
188,-0.375,0.125,0.125,0.75
