image,angle
/home/heechul/picar/datasets/dataset3/png/Frame0.png,0
/home/heechul/picar/datasets/dataset3/png/Frame1.png,0
/home/heechul/picar/datasets/dataset3/png/Frame2.png,0
/home/heechul/picar/datasets/dataset3/png/Frame3.png,0
/home/heechul/picar/datasets/dataset3/png/Frame4.png,0
/home/heechul/picar/datasets/dataset3/png/Frame5.png,0
/home/heechul/picar/datasets/dataset3/png/Frame6.png,0
/home/heechul/picar/datasets/dataset3/png/Frame7.png,0
/home/heechul/picar/datasets/dataset3/png/Frame8.png,0
/home/heechul/picar/datasets/dataset3/png/Frame9.png,0
/home/heechul/picar/datasets/dataset3/png/Frame10.png,0
/home/heechul/picar/datasets/dataset3/png/Frame11.png,0
/home/heechul/picar/datasets/dataset3/png/Frame12.png,0
/home/heechul/picar/datasets/dataset3/png/Frame13.png,0
/home/heechul/picar/datasets/dataset3/png/Frame14.png,0
/home/heechul/picar/datasets/dataset3/png/Frame15.png,0
/home/heechul/picar/datasets/dataset3/png/Frame16.png,0
/home/heechul/picar/datasets/dataset3/png/Frame17.png,0
/home/heechul/picar/datasets/dataset3/png/Frame18.png,0
/home/heechul/picar/datasets/dataset3/png/Frame19.png,0
/home/heechul/picar/datasets/dataset3/png/Frame20.png,0
/home/heechul/picar/datasets/dataset3/png/Frame21.png,0
/home/heechul/picar/datasets/dataset3/png/Frame22.png,0
/home/heechul/picar/datasets/dataset3/png/Frame23.png,0
/home/heechul/picar/datasets/dataset3/png/Frame24.png,0
/home/heechul/picar/datasets/dataset3/png/Frame25.png,0
/home/heechul/picar/datasets/dataset3/png/Frame26.png,0
/home/heechul/picar/datasets/dataset3/png/Frame27.png,0
/home/heechul/picar/datasets/dataset3/png/Frame28.png,0
/home/heechul/picar/datasets/dataset3/png/Frame29.png,0
/home/heechul/picar/datasets/dataset3/png/Frame30.png,0
/home/heechul/picar/datasets/dataset3/png/Frame31.png,0
/home/heechul/picar/datasets/dataset3/png/Frame32.png,0
/home/heechul/picar/datasets/dataset3/png/Frame33.png,0
/home/heechul/picar/datasets/dataset3/png/Frame34.png,0
/home/heechul/picar/datasets/dataset3/png/Frame35.png,0
/home/heechul/picar/datasets/dataset3/png/Frame36.png,0
/home/heechul/picar/datasets/dataset3/png/Frame37.png,0
/home/heechul/picar/datasets/dataset3/png/Frame38.png,0
/home/heechul/picar/datasets/dataset3/png/Frame39.png,0
/home/heechul/picar/datasets/dataset3/png/Frame40.png,0
/home/heechul/picar/datasets/dataset3/png/Frame41.png,0
/home/heechul/picar/datasets/dataset3/png/Frame42.png,0
/home/heechul/picar/datasets/dataset3/png/Frame43.png,0
/home/heechul/picar/datasets/dataset3/png/Frame44.png,0
